number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					loss.adversarial_temperature	loss.margin	model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	401	451	601	651
0	TrialState.COMPLETE	0.0005311614730878187	2020-01-08 10:12:48.230593	2020-01-08 10:44:21.586027	0.7007153156572408	29.20226817251319	250.0	180.0	0.03976634835762443	600.0	0.9500160907641286	0.0001327903682719547	0.0005311614730878187	0.0001327903682719547	0.0001327903682719547	19259.769542315866	0.0004397675156934686	0.0001327903682719547	0.0005311614730878187	0.0001327903682719547	0.0001327903682719547	19259.763854461755	0.00043976800621570237	0.0001327903682719547	0.0005311614730878187	0.0001327903682719547	0.0001327903682719547	19259.775230169973	0.00043976702722811883	0	0.0003541076487252125	0.00047214353163361664					
1	TrialState.COMPLETE	0.08308545797922569	2020-01-08 10:44:21.598324	2020-01-08 12:57:29.848533	0.8374054423425359	24.447086239496954	250.0	60.0	0.0031385330341404225	800.0	0.26784324771345847	0.03099622285174693	0.08308545797922569	0.05145184135977337	0.06357412653446648	5429.235894711993	0.050226421337192524	0.03099622285174693	0.08308545797922569	0.05145184135977337	0.06357412653446648	5429.235092067988	0.05022642135800259	0.03099622285174693	0.08308545797922569	0.05145184135977337	0.06357412653446648	5429.2366973559965	0.050226421316390955	1						0.08222107212900415	0.0826841359773371
2	TrialState.COMPLETE	0.026435497929832207	2020-01-08 12:57:29.860465	2020-01-08 14:59:44.672503	0.49075328297738097	23.998673679691287	150.0	120.0	0.004318667585023507	600.0	0.3213807131469959	0.008798213118326433	0.026435497929832207	0.015185770320331226	0.0192443887557202	6514.784498256701	0.01626039329397455	0.008798213118326433	0.026435497929832207	0.015185770320331226	0.0192443887557202	6514.780630311615	0.01626039330876873	0.008798213118326433	0.026435497929832207	0.015185770320331226	0.0192443887557202	6514.788366201787	0.016260393279184934	2							
3	TrialState.COMPLETE	0.1428065560501821	2020-01-08 14:59:44.673731	2020-01-08 20:07:25.777120	0.8046515998904045	20.10215385128642	350.0	130.0	0.002686491717306862	1000.0	0.2529983023902426	0.030874814515041146	0.1428065560501821	0.08697558343450695	0.10950357480102522	5128.121433630109	0.07215912037234688	0.030874814515041146	0.1428065560501821	0.08697558343450695	0.10950357480102522	5128.120548360987	0.072159120421403	0.030874814515041146	0.1428065560501821	0.08697558343450695	0.10950357480102522	5128.122318899231	0.07215912032336202	3							
4	TrialState.COMPLETE	0.0006196883852691218	2020-01-08 20:07:25.778219	2020-01-08 20:41:44.309459	0.7745104803189804	25.461159395016438	450.0	110.0	0.07533585630337837	1000.0	0.9636863614870506	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0003541076487252125	19536.71160145184	0.0004647700750913091	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0003541076487252125	19536.70648902266	0.00046477011842264125	8.852691218130312e-05	0.0006196883852691218	0.0002655807365439094	0.0003541076487252125	19536.71671388102	0.0004647700317802787	4	0.0008852691218130312	0.000708215297450425					
5	TrialState.COMPLETE	0.010092067988668555	2020-01-08 20:41:44.310550	2020-01-08 21:07:29.917933	0.7520950247965932	8.046257169209213	50.0	90.0	0.019255393404471615	600.0	0.5562716601912449	0.003470254957507082	0.010092067988668555	0.005169971671388102	0.006657223796033994	11276.888987252125	0.005998835975616981	0.003470254957507082	0.010092067988668555	0.005169971671388102	0.006657223796033994	11276.88771246459	0.00599883598146961	0.003470254957507082	0.010092067988668555	0.005169971671388102	0.006657223796033994	11276.89026203966	0.005998835969764957	5		0.008911709159584514	0.00964943342776204				
6	TrialState.COMPLETE	0.0002655807365439094	2020-01-08 21:07:29.932027	2020-01-08 21:32:28.003881	0.9474594976081392	14.193972726471662	450.0	40.0	0.04526334846941023	600.0	0.9635632323924846	0.0	0.0002655807365439094	0.00017705382436260624	0.0002213172804532578	19534.19115173513	0.00033988365305959335	0.0	0.0002655807365439094	0.00017705382436260624	0.0002213172804532578	19534.188341005665	0.0003398836590678581	0.0	0.0002655807365439094	0.00017705382436260624	0.0002213172804532578	19534.19396246459	0.00033988364705169643	6	0.0003541076487252125	0.0002950897072710104					
7	TrialState.COMPLETE	0.06823010558846253	2020-01-08 21:32:28.005065	2020-01-08 22:50:30.737428	0.2424098230554322	10.482766141328199	50.0	180.0	0.0061038937452340255	500.0	0.2737388526574638	0.02341939222250837	0.06823010558846253	0.039338140612928146	0.04941411279938192	5548.887015516353	0.040612463251722616	0.02341939222250837	0.06823010558846253	0.039338140612928146	0.04941411279938192	5548.886090007726	0.040612463295287594	0.02341939222250837	0.06823010558846253	0.039338140612928146	0.04941411279938192	5548.887941024981	0.04061246320819379	7				0.06643452943028014	0.06742209631728045		
8	TrialState.COMPLETE	0.3169432078780521	2020-01-08 22:50:30.741309	2020-01-09 04:03:09.032515	0.5852872953863818	18.917387758680118	350.0	90.0	0.0013471912604743647	1000.0	0.2753176024715884	0.17091595845136923	0.3169432078780521	0.23769897477404558	0.27007453122892217	5580.31233137731	0.22013265961059544	0.17091595845136923	0.3169432078780521	0.23769897477404558	0.27007453122892217	5580.311049844867	0.22013265974760832	0.17091595845136923	0.3169432078780521	0.23769897477404558	0.27007453122892217	5580.313612909753	0.22013265947390592	8							
