number	state	value	datetime_start	datetime_complete	params	params	params	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.000796742209631728	2020-01-08 21:16:50.018216	2020-01-08 21:40:10.955995	0.5932524521479452	16.174881552417904	50.0	50.0	1	20.0	0.014748429239130787	1000.0	1.033686655549037	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20956.752788597732	0.0009066317380192194	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20956.746370396602	0.0009066318294614824	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20956.759206798866	0.0009066316466344124	9	0.0008852691218130312	0.0008262511803588291
10	TrialState.COMPLETE	0.0007524787535410764	2020-01-08 21:40:10.957108	2020-01-08 23:57:46.168381	0.6743240482551208	18.210494967150783	150.0	200.0	2	150.0	0.003184391986986015	800.0	1.0222519260534473	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20724.73291430595	0.0009066000603874881	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20724.720741855523	0.0009066002157655419	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	20724.745086756375	0.0009065999050770194	10	0.000796742209631728	0.000767233238904627
11	TrialState.COMPLETE	0.000796742209631728	2020-01-08 23:57:46.169142	2020-01-09 00:54:36.399252	0.514462482012931	12.046512472836891	50.0	150.0	1	180.0	0.0012357183311376804	800.0	0.9919977468465307	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.0007524787535410764	20110.94984950425	0.0009130170740868804	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.0007524787535410764	20110.94090828612	0.0009130177300243103	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.0007524787535410764	20110.95879072238	0.0009130164202397007	11	0.0008852691218130312	0.0008262511803588291
12	TrialState.COMPLETE	0.0010623229461756375	2020-01-09 00:54:36.400178	2020-01-09 01:46:09.304536	0.6703694021402945	24.932531032849045	200.0	50.0	1	110.0	0.0831190696970118	500.0	1.0624884773446213	0.0006196883852691218	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	21540.98446352691	0.0010378012300260508	0.0006196883852691218	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	21540.977425637393	0.001037801281349332	0.0006196883852691218	0.0010623229461756375	0.0008410056657223796	0.0009295325779036828	21540.99150141643	0.0010378011787134113	12	0.0008852691218130312	0.0010033050047214354
13	TrialState.COMPLETE	0.0011508498583569404	2020-01-09 01:46:09.305280	2020-01-09 02:13:46.711585	0.6731639288474249	18.92222948819841	50.0	100.0	2	70.0	0.016981988931827223	700.0	1.0389275580532074	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0009295325779036828	21062.81216802408	0.0010214535925841	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0009295325779036828	21062.80435552408	0.0010214536716686533	0.000708215297450425	0.0011508498583569404	0.0007524787535410764	0.0009295325779036828	21062.81998052408	0.0010214535135240896	13	0.0012393767705382436	0.0011803588290840415
14	TrialState.COMPLETE	0.0008852691218130312	2020-01-09 02:13:46.712511	2020-01-09 02:56:28.168365	0.9640098612832613	23.711676745197497	150.0	150.0	1	40.0	0.004620844724151854	800.0	1.029009984786193	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20861.84545414306	0.0009134091837052964	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20861.833657932013	0.000913409263388369	0.000708215297450425	0.0008852691218130312	0.000708215297450425	0.000708215297450425	20861.857250354107	0.0009134091040360302	14	0.0008852691218130312	0.0008852691218130312
15	TrialState.COMPLETE	0.000708215297450425	2020-01-09 02:56:28.169110	2020-01-09 04:22:04.853187	0.7887316618009933	25.918069569260318	100.0	150.0	1	160.0	0.03276620410054626	500.0	1.0590422528224808	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21470.151779390933	0.0008893527278500975	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21470.1413332153	0.0008893528146141082	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	21470.16222556657	0.0008893526411162864	15	0.000708215297450425	0.000708215297450425
16	TrialState.COMPLETE	0.0007524787535410764	2020-01-09 04:22:04.854015	2020-01-09 04:55:59.712473	0.16946969934917705	9.744925993588092	150.0	200.0	1	20.0	0.03405849605229902	500.0	1.05679522899527	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	21424.98787181303	0.0009005016309730699	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	21424.975743626062	0.0009005017825210441	0.000708215297450425	0.0007524787535410764	0.000708215297450425	0.000708215297450425	21425.0	0.0009005014794895665	16	0.000796742209631728	0.000767233238904627
17	TrialState.COMPLETE	0.0009295325779036828	2020-01-09 04:55:59.713313	2020-01-09 05:36:10.462701	0.914801840475546	19.197623556205002	100.0	50.0	2	150.0	0.046826225373673196	700.0	1.0710478632674056	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21714.2554444051	0.0009644474128272242	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21714.248273725214	0.0009644474815272758	0.000708215297450425	0.0009295325779036828	0.0007524787535410764	0.0008410056657223796	21714.262615084986	0.0009644473441504294	17	0.0009737960339943342	0.0009442870632672333
18	TrialState.COMPLETE	0.0009737960339943342	2020-01-09 05:36:10.463478	2020-01-09 07:42:13.215042	0.40768795718996687	11.545985788229537	200.0	100.0	2	200.0	0.007712820273275716	1000.0	1.0334857847124221	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	20952.414571529745	0.000921384380889019	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	20952.4044351983	0.0009213850464779138	0.000708215297450425	0.0009737960339943342	0.000708215297450425	0.0007524787535410764	20952.42470786119	0.0009213837178030688	18	0.0008852691218130312	0.0009442870632672333
19	TrialState.COMPLETE	0.0011951133144475921	2020-01-09 07:42:13.215812	2020-01-09 08:08:23.637505	0.6029478333685488	6.416115523079031	200.0	150.0	2	10.0	0.004155666018725533	900.0	1.0133012202073695	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0009737960339943342	20543.37590740085	0.0010050482112058713	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0009737960339943342	20543.36424398017	0.0010050489372272617	0.000708215297450425	0.0011951133144475921	0.0008852691218130312	0.0009737960339943342	20543.38757082153	0.0010050474883413762	19	0.0011508498583569404	0.0011803588290840415
20	TrialState.COMPLETE	0.0012393767705382436	2020-01-09 08:08:23.638409	2020-01-09 08:33:52.444609	0.1351642212387405	22.141862120009993	150.0	50.0	2	20.0	0.03997623719485644	900.0	1.0619243803573173	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	21529.39945555949	0.0009806148733391637	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	21529.391908640227	0.0009806149283060948	0.000708215297450425	0.0012393767705382436	0.000708215297450425	0.0008852691218130312	21529.407002478754	0.000980614818382525	20	0.0012393767705382436	0.0012393767705382436
21	TrialState.COMPLETE	0.000796742209631728	2020-01-09 08:33:52.445713	2020-01-09 09:23:45.318308	0.2547144313266093	26.39769233730907	200.0	100.0	2	60.0	0.0016793387655864385	800.0	1.0130025768449913	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20537.160764872522	0.0008999794622500517	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20537.150230169973	0.0008999795856196643	0.000708215297450425	0.000796742209631728	0.000708215297450425	0.000708215297450425	20537.17129957507	0.0008999793389224932	21	0.000708215297450425	0.000767233238904627
22	TrialState.COMPLETE	0.04459032468947483	2020-01-09 09:23:45.319621	2020-01-09 16:20:30.102223	0.4924158637831334	1.8873146319475036	150.0	100.0	1	130.0	0.07828844906857495	600.0	0.6154097463206823	0.0009533667465678798	0.04459032468947483	0.019557637829592505	0.028423948572673784	12473.959264000872	0.01643459881153276	0.0009533667465678798	0.04459032468947483	0.019557637829592505	0.028423948572673784	12473.953434844192	0.01643460355993055	0.0009533667465678798	0.04459032468947483	0.019557637829592505	0.028423948572673784	12473.96509315755	0.016434594167151248	22		
