number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.feature_map_dropout	params_model.input_dropout	params_model.output_channels	params_model.output_dropout	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8534644194756554	2020-05-15 07:16:33.180673	2020-05-15 07:18:08.526027	256	0.28424759168878005	0.24762830104134242	60	0.13158733475349366	256	0.1143284395937063	0.1277864979621902	0.25374531835205993	0.8534644194756554	0.5454119850187266	0.697565543071161	6.193352059925093	0.4422067345804799	0.25374531835205993	0.8534644194756554	0.5454119850187266	0.697565543071161	6.193352059925093	0.4422067345804799	932261710	850.0	0.25374531835205993	0.8534644194756554	0.5454119850187266	0.697565543071161	6.193352059925093	0.4422067345804799	0	COMPLETE
1	0.9222846441947565	2020-05-15 07:18:08.559104	2020-05-15 07:20:39.457164	64	0.23629656705751495	0.31437413601163045	42	0.10271851358302386	128	0.08948570741542945	0.08643126233623882	0.3609550561797753	0.9222846441947565	0.6896067415730337	0.8113295880149812	4.179775280898877	0.5523159395177804	0.3609550561797753	0.9222846441947565	0.6896067415730337	0.8113295880149812	4.179775280898877	0.5523159395177804	1447041067		0.3609550561797753	0.9222846441947565	0.6896067415730337	0.8113295880149812	4.179775280898877	0.5523159395177804	1	COMPLETE
2	0.10159176029962547	2020-05-15 07:20:39.490273	2020-05-15 07:20:55.901016	128	0.011674174834855833	0.4876627748477546	33	0.1042203231836607	512	0.6069843093816373	0.9593899477480767	0.013108614232209739	0.10159176029962547	0.0351123595505618	0.05852059925093633	46.0374531835206	0.058249317320035694	0.013108614232209739	0.10159176029962547	0.0351123595505618	0.05852059925093633	46.0374531835206	0.058249317320035694	2955381511	200.0	0.013108614232209739	0.10159176029962547	0.0351123595505618	0.05852059925093633	46.0374531835206	0.058249317320035694	2	COMPLETE
3	0.9115168539325843	2020-05-15 07:20:55.925911	2020-05-15 07:22:45.455786	128	0.3609310089953135	0.17427585777744392	61	0.32749511001430687	256	0.029954577862488934	0.09426781096868915	0.3684456928838951	0.9115168539325843	0.6858614232209738	0.7935393258426966	4.570224719101123	0.5536062287017991	0.3684456928838951	0.9115168539325843	0.6858614232209738	0.7935393258426966	4.570224719101123	0.5536062287017991	2015126618		0.3684456928838951	0.9115168539325843	0.6858614232209738	0.7935393258426966	4.570224719101123	0.5536062287017991	3	COMPLETE
4	0.8754681647940075	2020-05-15 07:22:45.486204	2020-05-15 07:24:30.336007	64	0.03379862834516212	0.2748837245717051	31	0.3369139456669403	256	0.08303157540269195	0.10723100250764761	0.31788389513108617	0.8754681647940075	0.6086142322097379	0.7284644194756554	5.185393258426966	0.49882896824858075	0.31788389513108617	0.8754681647940075	0.6086142322097379	0.7284644194756554	5.185393258426966	0.49882896824858075	2001039141		0.31788389513108617	0.8754681647940075	0.6086142322097379	0.7284644194756554	5.185393258426966	0.49882896824858075	4	COMPLETE
5	0.8604868913857678	2020-05-15 07:24:30.357608	2020-05-15 07:25:37.443262	256	0.1707780803744809	0.47506004818426917	41	0.0006493438593556666	128	0.10192657539413022	0.12501653930964124	0.2546816479400749	0.8604868913857678	0.5482209737827716	0.6961610486891385	6.0655430711610485	0.4457824202913716	0.2546816479400749	0.8604868913857678	0.5482209737827716	0.6961610486891385	6.0655430711610485	0.4457824202913716	1027395885	450.0	0.2546816479400749	0.8604868913857678	0.5482209737827716	0.6961610486891385	6.0655430711610485	0.4457824202913716	5	COMPLETE
6	0.900749063670412	2020-05-15 07:25:37.487163	2020-05-15 07:27:55.228978	64	0.1033472122077373	0.31972553808869586	41	0.010210046955758834	128	0.034714328490900094	0.09759200538581844	0.3544007490636704	0.900749063670412	0.649812734082397	0.7734082397003745	4.73314606741573	0.5348823004993039	0.3544007490636704	0.900749063670412	0.649812734082397	0.7734082397003745	4.73314606741573	0.5348823004993039	489571884	950.0	0.3544007490636704	0.900749063670412	0.649812734082397	0.7734082397003745	4.73314606741573	0.5348823004993039	6	COMPLETE
7	0.8740636704119851	2020-05-15 07:27:55.288932	2020-05-15 07:29:43.950764	256	0.3115214555911363	0.39037753350060683	61	0.1705877103393732	128	0.21820299145548644	0.11833237429508724	0.2818352059925094	0.8740636704119851	0.576310861423221	0.7130149812734082	5.740168539325842	0.47022933827212576	0.2818352059925094	0.8740636704119851	0.576310861423221	0.7130149812734082	5.740168539325842	0.47022933827212576	3652504198	700.0	0.2818352059925094	0.8740636704119851	0.576310861423221	0.7130149812734082	5.740168539325842	0.47022933827212576	7	COMPLETE
8	0.8515917602996255	2020-05-15 07:29:43.978341	2020-05-15 07:31:11.446049	128	0.23995425763686618	0.3534625643215745	39	0.421002797844098	512	0.15931120144086378	0.11885336813628535	0.273876404494382	0.8515917602996255	0.5589887640449438	0.6867977528089888	5.74812734082397	0.4590101375144678	0.273876404494382	0.8515917602996255	0.5589887640449438	0.6867977528089888	5.74812734082397	0.4590101375144678	3004345326		0.273876404494382	0.8515917602996255	0.5589887640449438	0.6867977528089888	5.74812734082397	0.4590101375144678	8	COMPLETE
9	0.8801498127340824	2020-05-15 07:31:11.471216	2020-05-15 07:32:57.447042	128	0.4735355094302863	0.15730669862426805	30	0.07826352564065725	256	0.2905426136494123	0.11217983428315584	0.2949438202247191	0.8801498127340824	0.6020599250936329	0.7364232209737828	5.444288389513108	0.4853394756359075	0.2949438202247191	0.8801498127340824	0.6020599250936329	0.7364232209737828	5.444288389513108	0.4853394756359075	1936068510		0.2949438202247191	0.8801498127340824	0.6020599250936329	0.7364232209737828	5.444288389513108	0.4853394756359075	9	COMPLETE
