number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8375468164794008	2020-04-13 23:30:36.899547	2020-04-13 23:32:23.486646	0.866120051303073	64	14	512	0.1304405350813621	0.2631086142322097	0.8375468164794008	0.5589887640449438	0.6896067415730337	6.348314606741573	0.45234278405510925	0.2631086142322097	0.8375468164794008	0.5589887640449438	0.6896067415730337	6.348314606741573	0.45234278405510925	654229730	750	0.2631086142322097	0.8375468164794008	0.5589887640449438	0.6896067415730337	6.348314606741573	0.45234278405510925	0	COMPLETE
1	0.7935393258426966	2020-04-13 23:32:23.516727	2020-04-13 23:34:01.561192	5.210148730115793	64	45	128	0.1665176427539452	0.23267790262172286	0.7935393258426966	0.4868913857677903	0.6320224719101124	8.117041198501873	0.40693664656332285	0.23267790262172286	0.7935393258426966	0.4868913857677903	0.6320224719101124	8.117041198501873	0.40693664656332285	1620274825	250	0.23267790262172286	0.7935393258426966	0.4868913857677903	0.6320224719101124	8.117041198501873	0.40693664656332285	1	COMPLETE
2	0.7935393258426966	2020-04-13 23:34:01.582173	2020-04-13 23:36:01.152206	4.342659283661443	64	62	256	0.1698830790594499	0.2340823970037453	0.7935393258426966	0.5243445692883895	0.649812734082397	8.280898876404494	0.4171745174808984	0.2340823970037453	0.7935393258426966	0.5243445692883895	0.649812734082397	8.280898876404494	0.4171745174808984	841005624	400	0.2340823970037453	0.7935393258426966	0.5243445692883895	0.649812734082397	8.280898876404494	0.4171745174808984	2	COMPLETE
3	0.25795880149812733	2020-04-13 23:36:01.178600	2020-04-13 23:40:03.407989	8.507865236822978	256	51	256	0.6508813056508812	0.030430711610486893	0.25795880149812733	0.09691011235955056	0.15355805243445692	31.586142322097377	0.11054597530497272	0.030430711610486893	0.25795880149812733	0.09691011235955056	0.15355805243445692	31.586142322097377	0.11054597530497272	2703942810	200	0.030430711610486893	0.25795880149812733	0.09691011235955056	0.15355805243445692	31.586142322097377	0.11054597530497272	3	COMPLETE
4	0.34925093632958804	2020-04-13 23:40:03.459676	2020-04-13 23:41:21.203147	1.697810553054952	256	4	256	0.5489548260157697	0.04588014981273408	0.34925093632958804	0.1399812734082397	0.22144194756554308	26.659644194756556	0.14393586054673296	0.04588014981273408	0.34925093632958804	0.1399812734082397	0.22144194756554308	26.659644194756556	0.14393586054673296	851125531	300	0.04588014981273408	0.34925093632958804	0.1399812734082397	0.22144194756554308	26.659644194756556	0.14393586054673296	4	COMPLETE
5	0.7851123595505618	2020-04-13 23:41:21.229585	2020-04-13 23:43:09.643993	9.596446993603232	64	73	128	0.18341120311289272	0.20973782771535582	0.7851123595505618	0.46348314606741575	0.6226591760299626	8.944288389513108	0.3878180747537892	0.20973782771535582	0.7851123595505618	0.46348314606741575	0.6226591760299626	8.944288389513108	0.3878180747537892	3944505399	250	0.20973782771535582	0.7851123595505618	0.46348314606741575	0.6226591760299626	8.944288389513108	0.3878180747537892	5	COMPLETE
6	0.272940074906367	2020-04-13 23:43:09.671159	2020-04-13 23:46:30.465151	7.639775246831558	256	40	256	0.680225645629724	0.02855805243445693	0.272940074906367	0.0950374531835206	0.15262172284644196	32.97612359550562	0.1099042341252177	0.02855805243445693	0.272940074906367	0.0950374531835206	0.15262172284644196	32.97612359550562	0.1099042341252177	4277047087	200	0.02855805243445693	0.272940074906367	0.0950374531835206	0.15262172284644196	32.97612359550562	0.1099042341252177	6	COMPLETE
7	0.852996254681648	2020-04-13 23:46:30.492182	2020-04-13 23:48:33.853022	0.8087818674064358	64	40	512	0.13064924532927796	0.29119850187265917	0.852996254681648	0.5716292134831461	0.7083333333333334	6.373595505617978	0.4731346691877986	0.29119850187265917	0.852996254681648	0.5716292134831461	0.7083333333333334	6.373595505617978	0.4731346691877986	3102363685	650	0.29119850187265917	0.852996254681648	0.5716292134831461	0.7083333333333334	6.373595505617978	0.4731346691877986	7	COMPLETE
8	0.32397003745318353	2020-04-13 23:48:33.885696	2020-04-13 23:49:48.577982	3.9599381680290446	256	4	128	0.58771708010075	0.05196629213483146	0.32397003745318353	0.1301498127340824	0.20037453183520598	28.549157303370787	0.14207379341328444	0.05196629213483146	0.32397003745318353	0.1301498127340824	0.20037453183520598	28.549157303370787	0.14207379341328444	3268969182	250	0.05196629213483146	0.32397003745318353	0.1301498127340824	0.20037453183520598	28.549157303370787	0.14207379341328444	8	COMPLETE
9	0.8216292134831461	2020-04-13 23:49:48.602417	2020-04-13 23:50:59.409597	8.542058668987265	64	32	256	0.1411294016345275	0.2588951310861423	0.8216292134831461	0.5533707865168539	0.6863295880149812	6.867977528089888	0.4453502213808365	0.2588951310861423	0.8216292134831461	0.5533707865168539	0.6863295880149812	6.867977528089888	0.4453502213808365	3908544530	300	0.2588951310861423	0.8216292134831461	0.5533707865168539	0.6863295880149812	6.867977528089888	0.4453502213808365	9	COMPLETE
