number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.10196938330791022	2020-01-04 03:03:35.184112	2020-01-04 03:38:50.001568	250.0	81.0	0.010989429818011695	700.0	0.4729822678523776	0.043092176944868166	0.10196938330791022	0.0692008062758771	0.0826841359773371	9588.204769557638	0.06377372922321732	0.043092176944868166	0.10196938330791022	0.0692008062758771	0.0826841359773371	9588.20276748747	0.06377373149495147	0.043092176944868166	0.10196938330791022	0.0692008062758771	0.0826841359773371	9588.206771627805	0.06377372699134248	9										0.10090458408447077	0.10148135033050047			
10	TrialState.COMPLETE	0.006934608120868744	2020-01-04 03:38:50.002681	2020-01-04 03:50:15.787027	150.0	11.0	0.029447352205591835	800.0	0.8506623307066539	0.004514872521246459	0.006934608120868744	0.0055476864966949955	0.00596081208687441	17244.784776322	0.0055722791209225795	0.004514872521246459	0.006934608120868744	0.0055476864966949955	0.00596081208687441	17244.783492681774	0.005572279128912659	0.004514872521246459	0.006934608120868744	0.0055476864966949955	0.00596081208687441	17244.78605996223	0.005572279112934384	10			0.006418201133144476	0.006728045325779037										
11	TrialState.COMPLETE	0.06040754571207829	2020-01-04 03:50:15.788275	2020-01-04 04:16:43.265506	150.0	51.0	0.014226983375353873	600.0	0.5525051620638327	0.03043716198815349	0.06040754571207829	0.04205833118722637	0.04914048416173062	11200.409766932784	0.04111748589130253	0.03043716198815349	0.06040754571207829	0.04205833118722637	0.04914048416173062	11200.407449137265	0.04111748590383822	0.03043716198815349	0.06040754571207829	0.04205833118722637	0.04914048416173062	11200.412084728303	0.0411174858787688	11								0.0595884482215927	0.060038951841359774					
12	TrialState.COMPLETE	0.3305178303616064	2020-01-04 04:16:43.266765	2020-01-04 05:00:32.658158	50.0	51.0	0.0056351501479756086	800.0	0.3207934185645984	0.15657807032161306	0.3305178303616064	0.24031411431428096	0.279661723046159	6502.902568321946	0.21550798966726956	0.15657807032161306	0.3305178303616064	0.24031411431428096	0.279661723046159	6502.901297700383	0.21550798970143836	0.15657807032161306	0.3305178303616064	0.24031411431428096	0.279661723046159	6502.903838943509	0.21550798963313367	12														
13	TrialState.COMPLETE	0.06586402266288952	2020-01-04 05:00:32.658940	2020-01-04 05:32:30.124519	450.0	61.0	0.010978481533730662	1000.0	0.591881531891954	0.033091359773371104	0.06586402266288952	0.047273371104815866	0.05511685552407932	11998.659684844193	0.04470792148668659	0.033091359773371104	0.06586402266288952	0.047273371104815866	0.05511685552407932	11998.657276912181	0.04470792150868784	0.033091359773371104	0.06586402266288952	0.047273371104815866	0.05511685552407932	11998.662092776203	0.04470792146469173	13							0.06373937677053824	0.06491973559962229						
14	TrialState.COMPLETE	0.040191218130311616	2020-01-04 05:32:30.125857	2020-01-04 06:02:31.875726	250.0	91.0	0.01850910991617103	700.0	0.6023504457282242	0.018510172546999742	0.040191218130311616	0.026590265258820498	0.03191797579191347	12210.976202356425	0.02645697476598083	0.018510172546999742	0.040191218130311616	0.026590265258820498	0.03191797579191347	12210.973940896214	0.026456974808902738	0.018510172546999742	0.040191218130311616	0.026590265258820498	0.03191797579191347	12210.978463816637	0.02645697472309227	14								0.03865675165250236	0.03950070821529745					
15	TrialState.COMPLETE	0.21534171388101983	2020-01-04 06:02:31.876821	2020-01-04 06:08:49.800171	350.0	1.0	0.006332470196039426	800.0	0.48407460420913667	0.13672981586402266	0.21534171388101983	0.1827638101983003	0.19799043909348443	9813.320489553824	0.16608104876417837	0.13672981586402266	0.21534171388101983	0.1827638101983003	0.19799043909348443	9813.320290368272	0.16608104877332142	0.13672981586402266	0.21534171388101983	0.1827638101983003	0.19799043909348443	9813.320688739377	0.16608104875503987	15	0.2300814447592068	0.22025495750708216												
16	TrialState.COMPLETE	0.0017705382436260624	2020-01-04 06:08:49.801787	2020-01-04 06:15:18.137740	250.0	41.0	0.08783950425996798	800.0	0.891010430808414	0.0007524787535410764	0.0017705382436260624	0.0012836402266288953	0.0014606940509915014	18062.806347379603	0.0013473009846330308	0.0007524787535410764	0.0017705382436260624	0.0012836402266288953	0.0014606940509915014	18062.803691572237	0.0013473009973417704	0.0007524787535410764	0.0017705382436260624	0.0012836402266288953	0.0014606940509915014	18062.80900318697	0.0013473009719260133	16	0.0019475920679886685	0.0018295561850802645												
17	TrialState.COMPLETE	0.03549929178470255	2020-01-04 06:15:18.138738	2020-01-04 06:28:49.814297	450.0	1.0	0.025285032573736117	900.0	0.839808478892755	0.018059490084985835	0.03549929178470255	0.02782695939565628	0.0313975448536355	17025.761346199244	0.024718568187228323	0.018059490084985835	0.03549929178470255	0.02782695939565628	0.0313975448536355	17025.761065864022	0.024718568191883915	0.018059490084985835	0.03549929178470255	0.02782695939565628	0.0313975448536355	17025.761626534466	0.024718568182573716	17			0.03456975920679887	0.03512747875354107										
18	TrialState.COMPLETE	0.004603399433427762	2020-01-04 06:28:49.818179	2020-01-04 06:38:27.501292	250.0	61.0	0.03524568473107645	500.0	0.8243537068569493	0.002443342776203966	0.004603399433427762	0.0030099150141643057	0.003470254957507082	16711.230630311613	0.0033856607260427866	0.002443342776203966	0.004603399433427762	0.0030099150141643057	0.003470254957507082	16711.22804532578	0.0033856607483838375	0.002443342776203966	0.004603399433427762	0.0030099150141643057	0.003470254957507082	16711.23321529745	0.0033856607037067487	18		0.003895184135977337	0.004337818696883853											
19	TrialState.COMPLETE	0.4192381626871712	2020-01-04 06:38:27.502496	2020-01-04 07:54:50.958710	450.0	51.0	0.0013454787500615428	1000.0	0.4395424035181068	0.13679515715634696	0.4192381626871712	0.3093636179684338	0.3631879805746661	8910.090133043303	0.23907361966902962	0.13679515715634696	0.4192381626871712	0.3093636179684338	0.3631879805746661	8910.089201402941	0.23907361971665825	0.13679515715634696	0.4192381626871712	0.3093636179684338	0.3631879805746661	8910.091064683664	0.23907361962150198	19														
20	TrialState.COMPLETE	0.012252124645892351	2020-01-04 07:54:50.959920	2020-01-04 08:03:28.485587	50.0	41.0	0.0283344939349227	900.0	0.7193707339176554	0.005842776203966006	0.012252124645892351	0.008109065155807366	0.009702549575070822	14583.288013456091	0.008362505782760585	0.005842776203966006	0.012252124645892351	0.008109065155807366	0.009702549575070822	14583.285800283285	0.00836250579406872	0.005842776203966006	0.012252124645892351	0.008109065155807366	0.009702549575070822	14583.290226628895	0.00836250577145439	20		0.011449480642115203	0.01195113314447592											
21	TrialState.COMPLETE	0.008640226628895183	2020-01-04 08:03:28.486878	2020-01-04 08:11:54.584530	50.0	41.0	0.031694918498334244	800.0	0.7571103861013145	0.004497167138810198	0.008640226628895183	0.006196883852691218	0.006657223796033994	15348.091625354107	0.006183767807103905	0.004497167138810198	0.008640226628895183	0.006196883852691218	0.006657223796033994	15348.089837110481	0.006183767819733228	0.004497167138810198	0.008640226628895183	0.006196883852691218	0.006657223796033994	15348.093413597733	0.006183767794476709	21		0.007554296506137866	0.00823300283286119											
22	TrialState.COMPLETE	0.3550954226927091	2020-01-04 08:11:54.585691	2020-01-04 09:10:24.553143	250.0	91.0	0.0032912079701983075	900.0	0.44551326010124054	0.12225100641121217	0.3550954226927091	0.2407838825108096	0.2937602504845684	9031.246002311018	0.2005917309152403	0.12225100641121217	0.3550954226927091	0.2407838825108096	0.2937602504845684	9031.243840390636	0.2005917309993923	0.12225100641121217	0.3550954226927091	0.2407838825108096	0.2937602504845684	9031.2481642314	0.20059173083132223	22														
23	TrialState.COMPLETE	0.33675637393767704	2020-01-04 09:10:24.554687	2020-01-04 09:51:04.090157	150.0	71.0	0.00421649242049597	700.0	0.45544592212410306	0.11169735599622285	0.33675637393767704	0.22478753541076488	0.2758734655335222	9232.51688503305	0.18705261494074082	0.11169735599622285	0.33675637393767704	0.22478753541076488	0.2758734655335222	9232.514518413598	0.18705261551050661	0.11169735599622285	0.33675637393767704	0.22478753541076488	0.2758734655335222	9232.519251652502	0.18705261437630213	23														
24	TrialState.COMPLETE	0.0014606940509915014	2020-01-04 09:51:04.091731	2020-01-04 09:58:53.406499	350.0	91.0	0.07024985103804342	900.0	0.8687938904348498	0.0007524787535410764	0.0014606940509915014	0.0012393767705382436	0.0012836402266288953	17612.011729815866	0.0012543829892864376	0.0007524787535410764	0.0014606940509915014	0.0012393767705382436	0.0012836402266288953	17612.008631373938	0.0012543830024681032	0.0007524787535410764	0.0014606940509915014	0.0012393767705382436	0.0012836402266288953	17612.01482825779	0.001254382976106461	24	0.0009737960339943342	0.0012983947119924457												
25	TrialState.COMPLETE	0.0880842776203966	2020-01-04 09:58:53.407628	2020-01-04 10:09:05.921678	50.0	1.0	0.017057051846384622	600.0	0.5599758347548115	0.05323418319169027	0.0880842776203966	0.06916902738432483	0.0769003777148253	11352.247181893295	0.06588496527677973	0.05323418319169027	0.0880842776203966	0.06916902738432483	0.0769003777148253	11352.247049102927	0.06588496547881667	0.05323418319169027	0.0880842776203966	0.06916902738432483	0.0769003777148253	11352.247314683664	0.06588496507547265	25			0.0867121104815864	0.08753541076487252										
26	TrialState.COMPLETE	0.13145565482675964	2020-01-04 10:09:05.923579	2020-01-04 10:40:05.825437	50.0	91.0	0.011610125417366095	1000.0	0.4552366400357029	0.047777293528001745	0.13145565482675964	0.08200315972978862	0.10145184135977336	9228.409668500763	0.07642703439841085	0.047777293528001745	0.13145565482675964	0.08200315972978862	0.10145184135977336	9228.407727718457	0.07642703449825305	0.047777293528001745	0.13145565482675964	0.08200315972978862	0.10145184135977336	9228.411609283068	0.07642703429879119	26										0.13024723152201906	0.13090179414542022			
27	TrialState.COMPLETE	0.014872521246458924	2020-01-04 10:40:05.826456	2020-01-04 10:53:15.958409	350.0	11.0	0.019539612451463562	800.0	0.8235436087761584	0.009796978281397545	0.014872521246458924	0.012423276676109537	0.01336756373937677	16694.853502714825	0.011871260292889778	0.009796978281397545	0.014872521246458924	0.012423276676109537	0.01336756373937677	16694.852425637393	0.011871260343443385	0.009796978281397545	0.014872521246458924	0.012423276676109537	0.01336756373937677	16694.854579792256	0.011871260242418273	27			0.013987252124645893	0.01451841359773371										
28	TrialState.COMPLETE	0.004514872521246459	2020-01-04 10:53:15.959761	2020-01-04 10:59:11.446385	150.0	61.0	0.035285791835919296	600.0	0.8202568208194341	0.002301699716713881	0.004514872521246459	0.0030541784702549576	0.0035410764872521247	16628.228842067987	0.0032600414031974043	0.002301699716713881	0.004514872521246459	0.0030541784702549576	0.0035410764872521247	16628.226584631728	0.003260041413056178	0.002301699716713881	0.004514872521246459	0.0030541784702549576	0.0035410764872521247	16628.23109950425	0.0032600413933398923	28	0.003718130311614731	0.00424929178470255												
29	TrialState.COMPLETE	0.015384010072395342	2020-01-04 10:59:11.448167	2020-01-04 11:24:59.598076	450.0	31.0	0.020497087524026045	800.0	0.761284423865095	0.01022977651872836	0.015384010072395342	0.012551148882593642	0.013751180358829085	15432.921634010072	0.01241203743629813	0.01022977651872836	0.015384010072395342	0.012551148882593642	0.013751180358829085	15432.919833962858	0.012412037449791658	0.01022977651872836	0.015384010072395342	0.012551148882593642	0.013751180358829085	15432.923434057288	0.012412037422809092	29						0.013000809388911372	0.014341359773371105							
30	TrialState.COMPLETE	0.22239646566842033	2020-01-04 11:24:59.599144	2020-01-04 12:34:44.912956	450.0	31.0	0.00574089926857702	1000.0	0.4170415659669914	0.10137596114933226	0.22239646566842033	0.15754417914474572	0.1842118575475516	8453.893409382166	0.14272458407386454	0.10137596114933226	0.22239646566842033	0.15754417914474572	0.1842118575475516	8453.891836975583	0.1427245841699456	0.10137596114933226	0.22239646566842033	0.15754417914474572	0.1842118575475516	8453.89498178875	0.14272458397796128	30													0.2212800059639183	0.22186614730878187
31	TrialState.COMPLETE	0.3975663147051249	2020-01-04 12:34:44.913981	2020-01-04 13:05:39.092465	250.0	51.0	0.001191082289515717	500.0	0.4597329163773427	0.13420679886685552	0.3975663147051249	0.29720898789595673	0.3476693278392995	9319.506003734226	0.23050649332474957	0.13420679886685552	0.3975663147051249	0.29720898789595673	0.3476693278392995	9319.505247231522	0.23050649334177167	0.13420679886685552	0.3975663147051249	0.29720898789595673	0.3476693278392995	9319.50676023693	0.23050649330773454	31														
32	TrialState.COMPLETE	0.044765108593012276	2020-01-04 13:05:39.115156	2020-01-04 13:15:38.621165	50.0	1.0	0.028783925086996894	700.0	0.7160564577847062	0.026528564683663835	0.044765108593012276	0.03558781869688385	0.039542020774315394	14516.680993271955	0.03358451136677536	0.026528564683663835	0.044765108593012276	0.03558781869688385	0.039542020774315394	14516.680683427761	0.033584511540044146	0.026528564683663835	0.044765108593012276	0.03558781869688385	0.039542020774315394	14516.681303116147	0.03358451119406367	32			0.04475035410764872	0.04475920679886686										
33	TrialState.COMPLETE	0.39617190994483376	2020-01-04 13:15:38.622261	2020-01-04 14:19:02.288589	350.0	61.0	0.0021331554560640948	900.0	0.4408457957759635	0.1291933800506933	0.39617190994483376	0.2831649768898166	0.3396358282391531	8936.380516624422	0.22336008349544803	0.1291933800506933	0.39617190994483376	0.2831649768898166	0.3396358282391531	8936.379258610406	0.22336008378534467	0.1291933800506933	0.39617190994483376	0.2831649768898166	0.3396358282391531	8936.381774638437	0.22336008320729514	33														
34	TrialState.COMPLETE	0.3230105588462529	2020-01-04 14:19:02.290991	2020-01-04 14:48:36.151324	250.0	21.0	0.004159984660045997	500.0	0.35663011958350016	0.1464718001545197	0.3230105588462529	0.23586788565542108	0.2743851403553953	7229.314383208859	0.20686486461226522	0.1464718001545197	0.3230105588462529	0.23586788565542108	0.2743851403553953	7229.312178083956	0.20686486463557482	0.1464718001545197	0.3230105588462529	0.23586788565542108	0.2743851403553953	7229.316588333762	0.20686486458896622	34														
35	TrialState.COMPLETE	0.0014606940509915014	2020-01-04 14:48:36.152890	2020-01-04 14:55:44.925789	350.0	51.0	0.04693333518053463	800.0	0.8565490336402526	0.000708215297450425	0.0014606940509915014	0.0010180594900849858	0.0011508498583569404	17363.8497476983	0.0012057391873899793	0.000708215297450425	0.0014606940509915014	0.0010180594900849858	0.0011508498583569404	17363.84693696884	0.0012057391995371788	0.000708215297450425	0.0014606940509915014	0.0010180594900849858	0.0011508498583569404	17363.852558427763	0.0012057391752441824	35	0.0011508498583569404	0.0013574126534466478												
36	TrialState.COMPLETE	0.40400558240293283	2020-01-04 14:55:44.926845	2020-01-04 15:58:53.756659	450.0	61.0	0.0015706735956471133	800.0	0.4520244428372874	0.13417555407432094	0.40400558240293283	0.2952841193134478	0.34977503749375105	9163.190676553908	0.2310080387892181	0.13417555407432094	0.40400558240293283	0.2952841193134478	0.34977503749375105	9163.189510081653	0.23100803899168237	0.13417555407432094	0.40400558240293283	0.2952841193134478	0.34977503749375105	9163.191843026163	0.2310080385875361	36														
37	TrialState.COMPLETE	0.014467826790772966	2020-01-04 15:58:53.757641	2020-01-04 16:14:14.588697	250.0	21.0	0.020685916696758302	900.0	0.7966840621089348	0.010092067988668555	0.014467826790772966	0.012242007284500202	0.013228450020234723	16150.32324969648	0.01188060073134855	0.010092067988668555	0.014467826790772966	0.012242007284500202	0.013228450020234723	16150.321453864832	0.011880600746792744	0.010092067988668555	0.014467826790772966	0.012242007284500202	0.013228450020234723	16150.325045528127	0.011880600715909885	37				0.013526912181303117	0.014075779036827196									
38	TrialState.COMPLETE	0.010269121813031162	2020-01-04 16:14:14.590843	2020-01-04 16:22:32.048826	50.0	31.0	0.030995396746314515	900.0	0.7642189519924234	0.005913597733711048	0.010269121813031162	0.007436260623229462	0.008321529745042492	15492.31002124646	0.0076285060736068925	0.005913597733711048	0.010269121813031162	0.007436260623229462	0.008321529745042492	15492.308392351275	0.007628506106775926	0.005913597733711048	0.010269121813031162	0.007436260623229462	0.008321529745042492	15492.311650141643	0.00762850604046872	38		0.008262511803588292	0.009516643059490085											
39	TrialState.COMPLETE	0.003576487252124646	2020-01-04 16:22:32.049979	2020-01-04 16:30:54.070297	50.0	31.0	0.05477009734878694	600.0	0.8688696433937907	0.0018059490084985836	0.003576487252124646	0.0025495750708215297	0.003186968838526912	17613.40770184136	0.002615948519460359	0.0018059490084985836	0.003576487252124646	0.0025495750708215297	0.003186968838526912	17613.405736543908	0.002615948529795854	0.0018059490084985836	0.003576487252124646	0.0025495750708215297	0.003186968838526912	17613.40966713881	0.002615948509126213	39		0.0026558073654390935	0.0032312322946175635											
40	TrialState.COMPLETE	0.00199185552407932	2020-01-04 16:30:54.071256	2020-01-04 16:36:46.935523	50.0	31.0	0.0827887539501491	900.0	0.8725464470936851	0.0007524787535410764	0.00199185552407932	0.0011951133144475921	0.0015049575070821529	17688.30094723796	0.001363938434618527	0.0007524787535410764	0.00199185552407932	0.0011951133144475921	0.0015049575070821529	17688.298645538245	0.0013639384433731853	0.0007524787535410764	0.00199185552407932	0.0011951133144475921	0.0015049575070821529	17688.30324893768	0.0013639384258651267	40	0.0011508498583569404	0.0017115203021718602												
41	TrialState.COMPLETE	0.16456562795089708	2020-01-04 16:36:46.936557	2020-01-04 17:26:44.867886	350.0	61.0	0.007203431462525538	700.0	0.47833125765501	0.06672568460812087	0.16456562795089708	0.10897072710103872	0.13109065155807365	9696.516613550519	0.09988184051177082	0.06672568460812087	0.16456562795089708	0.10897072710103872	0.13109065155807365	9696.514601038716	0.0998818407376275	0.06672568460812087	0.16456562795089708	0.10897072710103872	0.13109065155807365	9696.518626062323	0.0998818402869588	41														
42	TrialState.COMPLETE	0.38163270865112225	2020-01-04 17:26:44.869853	2020-01-04 18:01:17.319388	150.0	51.0	0.002718848689831028	600.0	0.45008182472732894	0.14237851383743735	0.38163270865112225	0.28366746567879714	0.3323708869034648	9123.620948191327	0.2278379882114551	0.14237851383743735	0.38163270865112225	0.28366746567879714	0.3323708869034648	9123.619484092394	0.2278379887799478	0.14237851383743735	0.38163270865112225	0.28366746567879714	0.3323708869034648	9123.622412290259	0.22783798764776358	42														
43	TrialState.COMPLETE	0.06615003268685989	2020-01-04 18:01:17.322827	2020-01-04 18:36:58.532472	150.0	91.0	0.014745781954932423	600.0	0.5494911736315387	0.029295598169535846	0.06615003268685989	0.04501252996295489	0.05334767923294836	11139.400808999782	0.04268262405509703	0.029295598169535846	0.06615003268685989	0.04501252996295489	0.05334767923294836	11139.398125953367	0.04268262413857336	0.029295598169535846	0.06615003268685989	0.04501252996295489	0.05334767923294836	11139.403492046198	0.04268262397171281	43														
44	TrialState.COMPLETE	0.11892958316471064	2020-01-04 18:36:58.533486	2020-01-04 19:10:41.893718	50.0	91.0	0.012484255766076237	900.0	0.4549568501384422	0.045262545528126266	0.11892958316471064	0.07504552812626467	0.09130918656414407	9222.841726527722	0.07052909277606594	0.045262545528126266	0.11892958316471064	0.07504552812626467	0.09130918656414407	9222.83990540267	0.07052909334191929	0.045262545528126266	0.11892958316471064	0.07504552812626467	0.09130918656414407	9222.843547652772	0.07052909221431286	44											0.11886213408876298	0.11889845282196557		
45	TrialState.COMPLETE	0.0035056657223796034	2020-01-04 19:10:41.895012	2020-01-04 19:20:00.521016	250.0	11.0	0.06838071768941625	1000.0	0.9038249253128432	0.0014518413597733712	0.0035056657223796034	0.0024079320113314447	0.002868271954674221	18322.672928470256	0.0023963571121254665	0.0014518413597733712	0.0035056657223796034	0.0024079320113314447	0.002868271954674221	18322.671600566573	0.0023963571196902924	0.0014518413597733712	0.0035056657223796034	0.0024079320113314447	0.002868271954674221	18322.67425637394	0.0023963571045621927	45		0.0026558073654390935	0.003186968838526912											
46	TrialState.COMPLETE	0.0020361189801699716	2020-01-04 19:20:00.522152	2020-01-04 19:29:10.303240	450.0	91.0	0.06483486271722247	700.0	0.8659819630923433	0.0009295325779036828	0.0020361189801699716	0.0015492209631728046	0.0017262747875354107	17555.020471848442	0.0015458884540867808	0.0009295325779036828	0.0020361189801699716	0.0015492209631728046	0.0017262747875354107	17555.017616855523	0.001545888467533508	0.0009295325779036828	0.0020361189801699716	0.0015492209631728046	0.0017262747875354107	17555.02332684136	0.0015458884406416868	46	0.0012393767705382436	0.0017705382436260624												
47	TrialState.COMPLETE	0.0022574362606232294	2020-01-04 19:29:10.304276	2020-01-04 19:35:58.882231	250.0	51.0	0.04614244826389501	500.0	0.8521523253495881	0.0011508498583569404	0.0022574362606232294	0.0014606940509915014	0.0018148016997167138	17274.50475832153	0.0016990103357402574	0.0011508498583569404	0.0022574362606232294	0.0014606940509915014	0.0018148016997167138	17274.502434490085	0.001699010344908111	0.0011508498583569404	0.0022574362606232294	0.0014606940509915014	0.0018148016997167138	17274.507082152973	0.0016990103265734529	47	0.0015049575070821529	0.0020066100094428708												
48	TrialState.COMPLETE	0.029072237960339944	2020-01-04 19:35:58.883808	2020-01-04 20:06:12.625950	450.0	41.0	0.01606806008281555	600.0	0.6860247287336206	0.012464589235127478	0.029072237960339944	0.020325779036827196	0.023937677053824363	13907.265067280454	0.01863517261947276	0.012464589235127478	0.029072237960339944	0.020325779036827196	0.023937677053824363	13907.26343838527	0.018635172657491317	0.012464589235127478	0.029072237960339944	0.020325779036827196	0.023937677053824363	13907.266696175637	0.018635172581492998	48							0.027222025495750708	0.028249921309411393						
49	TrialState.COMPLETE	0.0013279036827195468	2020-01-04 20:06:12.627708	2020-01-04 20:12:49.149160	250.0	71.0	0.080027432364881	1000.0	0.8767087349377918	0.0007524787535410764	0.0013279036827195468	0.0008852691218130312	0.001106586402266289	17772.326044617563	0.001160072481888225	0.0007524787535410764	0.0013279036827195468	0.0008852691218130312	0.001106586402266289	17772.323521600567	0.0011600724929693431	0.0007524787535410764	0.0013279036827195468	0.0008852691218130312	0.001106586402266289	17772.328567634562	0.0011600724708084175	49	0.000708215297450425	0.0011213408876298394												
