number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9372659176029963	2020-04-06 17:28:41.646039	2020-04-06 17:48:50.458785	64	0.3249409636424586	100	76	0.0016198338711300225	512	0.07869945573167045	0.38295880149812733	0.9372659176029963	0.7130149812734082	0.8361423220973783	3.7916666666666665	0.5740699863811994	0.38295880149812733	0.9372659176029963	0.7130149812734082	0.8361423220973783	3.7916666666666665	0.5740699863811994	2049448147	900	0.38295880149812733	0.9372659176029963	0.7130149812734082	0.8361423220973783	3.7916666666666665	0.5740699863811994	0	COMPLETE
1	0.9030898876404494	2020-04-06 17:48:50.505933	2020-04-06 18:19:44.002103	128	0.19829192207959162	450	91	0.04663859721753439	256	0.10499943456043967	0.2982209737827715	0.9030898876404494	0.5978464419475655	0.7495318352059925	5.0585205992509366	0.490652590523096	0.2982209737827715	0.9030898876404494	0.5978464419475655	0.7495318352059925	5.0585205992509366	0.490652590523096	558840056	200	0.2982209737827715	0.9030898876404494	0.5978464419475655	0.7495318352059925	5.0585205992509366	0.490652590523096	1	COMPLETE
2	0.8965355805243446	2020-04-06 18:19:44.035216	2020-04-06 18:22:53.126868	128	0.16998470464037263	50	16	0.02603639846395416	128	0.10129058104678151	0.31788389513108617	0.8965355805243446	0.6245318352059925	0.7560861423220974	4.879915730337078	0.5100165562681364	0.3267790262172285	0.8965355805243446	0.6245318352059925	0.7560861423220974	4.874063670411985	0.5134185537712576	276528169	200	0.31788389513108617	0.8965355805243446	0.6245318352059925	0.7560861423220974	4.885767790262173	0.5085028234341789	2	COMPLETE
3	0.8661048689138576	2020-04-06 18:22:53.162943	2020-04-06 18:31:30.181641	128	0.3576826232640339	200	52	0.08397845525471578	512	0.11742340653702225	0.30290262172284643	0.8661048689138576	0.5781835205992509	0.7181647940074907	5.662921348314606	0.48169815513956193	0.30290262172284643	0.8661048689138576	0.5781835205992509	0.7181647940074907	5.662921348314606	0.48169815513956193	1751218967	200	0.30290262172284643	0.8661048689138576	0.5781835205992509	0.7181647940074907	5.662921348314606	0.48169815513956193	3	COMPLETE
4	0.8721910112359551	2020-04-06 18:31:30.215211	2020-04-06 18:46:16.940426	64	0.1222581380978845	200	87	0.019832093850033573	128	0.11952129328075782	0.32818352059925093	0.8721910112359551	0.6020599250936329	0.7429775280898876	5.757490636704119	0.504120562725463	0.32818352059925093	0.8721910112359551	0.6020599250936329	0.7429775280898876	5.757490636704119	0.504120562725463	1045163187	200	0.32818352059925093	0.8721910112359551	0.6020599250936329	0.7429775280898876	5.757490636704119	0.504120562725463	4	COMPLETE
5	0.9147940074906367	2020-04-06 18:46:16.973633	2020-04-06 19:18:09.636735	128	0.44348606206229535	100	76	0.0010734016313238466	256	0.09287715225379342	0.3356741573033708	0.9147940074906367	0.6395131086142322	0.7827715355805244	4.474250936329588	0.5236603124359736	0.3356741573033708	0.9147940074906367	0.6395131086142322	0.7827715355805244	4.474250936329588	0.5236603124359736	2027773386	750	0.3356741573033708	0.9147940074906367	0.6395131086142322	0.7827715355805244	4.474250936329588	0.5236603124359736	5	COMPLETE
6	0.9456928838951311	2020-04-06 19:18:09.675447	2020-04-06 19:47:00.137597	64	0.30376654676956555	400	53	0.002171874800175634	256	0.07956527218515619	0.37265917602996257	0.9456928838951311	0.699438202247191	0.8249063670411985	3.8267790262172285	0.5660048459726851	0.37265917602996257	0.9456928838951311	0.699438202247191	0.8249063670411985	3.8267790262172285	0.5660048459726851	1094654846	550	0.37265917602996257	0.9456928838951311	0.699438202247191	0.8249063670411985	3.8267790262172285	0.5660048459726851	6	COMPLETE
7	0.9419475655430711	2020-04-06 19:47:00.194587	2020-04-06 19:55:20.172734	64	0.3422092044170681	50	96	0.022944488467657537	512	0.07895970846655384	0.37359550561797755	0.9419475655430711	0.7078651685393258	0.8398876404494382	3.800561797752809	0.5685730049263822	0.37359550561797755	0.9419475655430711	0.7078651685393258	0.8398876404494382	3.800561797752809	0.5685730049263822	615625298	250	0.37359550561797755	0.9419475655430711	0.7078651685393258	0.8398876404494382	3.800561797752809	0.5685730049263822	7	COMPLETE
8	0.9241573033707865	2020-04-06 19:55:20.209144	2020-04-06 20:19:35.716128	64	0.42830665702142534	50	84	0.0012277582702427238	128	0.08867983761233057	0.37219101123595505	0.9241573033707865	0.6910112359550562	0.8038389513108615	4.275280898876405	0.5588257870808909	0.37219101123595505	0.9241573033707865	0.6910112359550562	0.8038389513108615	4.275280898876405	0.5588257870808909	1344218356	700	0.37219101123595505	0.9241573033707865	0.6910112359550562	0.8038389513108615	4.275280898876405	0.5588257870808909	8	COMPLETE
9	0.9096441947565543	2020-04-06 20:19:35.753023	2020-04-06 20:51:27.803542	128	0.3249942469747508	500	49	0.0026460507479113245	256	0.09499105342928921	0.32256554307116103	0.9096441947565543	0.6264044943820225	0.775749063670412	4.568820224719101	0.5132444857401257	0.32256554307116103	0.9096441947565543	0.6264044943820225	0.775749063670412	4.568820224719101	0.5132444857401257	1217123391	300	0.32256554307116103	0.9096441947565543	0.6264044943820225	0.775749063670412	4.568820224719101	0.5132444857401257	9	COMPLETE
10	0.8642322097378277	2020-04-06 20:51:27.840764	2020-04-06 21:16:30.502219	128	0.13748716206537873	350	69	0.007354301436759236	512	0.1258630251009645	0.26825842696629215	0.8642322097378277	0.5599250936329588	0.7055243445692884	6.063670411985019	0.45541767554000695	0.26825842696629215	0.8642322097378277	0.5599250936329588	0.7055243445692884	6.063670411985019	0.45541767554000695	3543131159	250	0.26825842696629215	0.8642322097378277	0.5599250936329588	0.7055243445692884	6.063670411985019	0.45541767554000695	10	COMPLETE
11	0.8361423220973783	2020-04-06 21:16:30.538561	2020-04-06 21:24:12.902084	64	0.2594329756296975	50	65	0.0818402643635389	128	0.17321141358649825	0.10346441947565543	0.8361423220973783	0.4012172284644195	0.6058052434456929	8.38319288389513	0.3337987414067104	0.6315543071161048	0.8455056179775281	0.7158239700374532	0.7617041198501873	6.644194756554307	0.6967992279224721	1234069688	300	0.10346441947565543	0.7158239700374532	0.30758426966292135	0.44756554307116103	10.122191011235955	0.27336546484490537	11	COMPLETE
12	0.899812734082397	2020-04-06 21:24:12.937482	2020-04-06 21:27:40.673775	128	0.3913437539775731	50	72	0.0633148204847143	512	0.10093234276332742	0.34363295880149813	0.899812734082397	0.6315543071161048	0.7621722846441947	4.852996254681648	0.52428495188261	0.34363295880149813	0.899812734082397	0.6315543071161048	0.7621722846441947	4.852996254681648	0.52428495188261	2537245109	200	0.34363295880149813	0.899812734082397	0.6315543071161048	0.7621722846441947	4.852996254681648	0.52428495188261	12	COMPLETE
13	0.9293071161048689	2020-04-06 21:27:40.709233	2020-04-06 21:36:38.503932	256	0.17892289548848084	50	81	0.049269215804759355	512	0.08929204078450492	0.33286516853932585	0.9293071161048689	0.6704119850187266	0.7982209737827716	4.293071161048689	0.5310535379813534	0.33286516853932585	0.9293071161048689	0.6704119850187266	0.7982209737827716	4.293071161048689	0.5310535379813534	2922990670	200	0.33286516853932585	0.9293071161048689	0.6704119850187266	0.7982209737827716	4.293071161048689	0.5310535379813534	13	COMPLETE
14	0.9400749063670412	2020-04-06 21:36:38.540107	2020-04-06 22:19:05.770877	64	0.2519736353539594	250	77	0.0020274385687945587	128	0.07917960235074664	0.37874531835205993	0.9400749063670412	0.7078651685393258	0.8356741573033708	3.8066479400749063	0.5711998416224049	0.37874531835205993	0.9400749063670412	0.7078651685393258	0.8356741573033708	3.8066479400749063	0.5711998416224049	3985537552	400	0.37874531835205993	0.9400749063670412	0.7078651685393258	0.8356741573033708	3.8066479400749063	0.5711998416224049	14	COMPLETE
15	0.7148876404494382	2020-04-06 22:19:05.816565	2020-04-06 23:51:49.445372	256	0.43169515961385135	500	98	0.00581084900392776	128	0.21950370769717553	0.16151685393258428	0.7148876404494382	0.4012172284644195	0.549625468164794	10.644662921348315	0.33475407312489647	0.16151685393258428	0.7148876404494382	0.4012172284644195	0.549625468164794	10.644662921348315	0.33475407312489647	1391372253	200	0.16151685393258428	0.7148876404494382	0.4012172284644195	0.549625468164794	10.644662921348315	0.33475407312489647	15	COMPLETE
