number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	351	401	451	501	551	601	701	751
0	TrialState.COMPLETE	0.26102160056657225	2020-01-02 08:51:23.881666	2020-01-02 08:59:58.982459	350.0	1.0	0.004927701881264963	700.0	0.41833713043889725	0.1790899433427762	0.26102160056657225	0.22654036827195467	0.24172273371104816	8480.230546211049	0.209679542568624	0.1790899433427762	0.26102160056657225	0.22654036827195467	0.24172273371104816	8480.230347025496	0.20967954256983806	0.1790899433427762	0.26102160056657225	0.22654036827195467	0.24172273371104816	8480.2307453966	0.20967954256741	0	0.28248937677053826	0.26817752596789424												
1	TrialState.COMPLETE	0.021575273168757587	2020-01-02 08:59:58.990544	2020-01-02 09:18:38.205720	50.0	31.0	0.025000024289886912	900.0	0.6773731239574117	0.011685552407932011	0.021575273168757587	0.016061311210036424	0.018160663698907325	13731.878730777013	0.015496268439060228	0.011685552407932011	0.021575273168757587	0.016061311210036424	0.018160663698907325	13731.877099352489	0.01549626852551968	0.011685552407932011	0.021575273168757587	0.016061311210036424	0.018160663698907325	13731.880362201538	0.015496268352771686	1				0.020007082152974504	0.020921860245514637									
2	TrialState.COMPLETE	0.21290201633061157	2020-01-02 09:18:38.214183	2020-01-02 10:24:02.678071	350.0	51.0	0.006063359455796261	1000.0	0.46516169274776686	0.08094484252624562	0.21290201633061157	0.13950799866688884	0.16969046825529077	9429.380046033993	0.12490954268606355	0.08094484252624562	0.21290201633061157	0.13950799866688884	0.16969046825529077	9429.378374437594	0.12490954284219156	0.08094484252624562	0.21290201633061157	0.13950799866688884	0.16969046825529077	9429.381717630395	0.12490954253058352	2													0.2112370160528801	0.21212154745042494
3	TrialState.COMPLETE	0.21191733195982487	2020-01-02 10:24:02.680172	2020-01-02 11:00:59.421738	50.0	91.0	0.008076976129577454	500.0	0.41743589245271434	0.07954545454545454	0.21191733195982487	0.13565542106618594	0.16710661859387071	8462.087118529487	0.12407334758887015	0.07954545454545454	0.21191733195982487	0.13565542106618594	0.16710661859387071	8462.084277620397	0.12407334764202532	0.07954545454545454	0.21191733195982487	0.13565542106618594	0.16710661859387071	8462.08995943858	0.12407334753576302	3														
4	TrialState.COMPLETE	0.0066985363550519355	2020-01-02 11:00:59.423897	2020-01-02 11:18:11.148000	350.0	11.0	0.0349730268011945	800.0	0.8820659602782783	0.004042728989612842	0.0066985363550519355	0.005311614730878187	0.005813267233238904	17881.526336756375	0.005241481908857199	0.004042728989612842	0.0066985363550519355	0.005311614730878187	0.005813267233238904	17881.525023607177	0.00524148191283334	0.004042728989612842	0.0066985363550519355	0.005311614730878187	0.005813267233238904	17881.527649905573	0.00524148190488138	4			0.0053558781869688385	0.0061614730878186965										
5	TrialState.COMPLETE	0.375449444323382	2020-01-02 11:18:11.150888	2020-01-02 12:11:37.961746	350.0	61.0	0.0024894212079252065	600.0	0.4511105905684498	0.1272880801917629	0.375449444323382	0.265281106994988	0.320154173022445	9144.520946829374	0.21345538524820706	0.1272880801917629	0.375449444323382	0.265281106994988	0.320154173022445	9144.518413597734	0.21345538534351463	0.1272880801917629	0.375449444323382	0.265281106994988	0.320154173022445	9144.523480061016	0.21345538515308063	5														
6	TrialState.COMPLETE	0.0015492209631728046	2020-01-02 12:11:37.974663	2020-01-02 12:20:15.340248	250.0	81.0	0.06764632772938428	1000.0	0.8639641018359918	0.0008410056657223796	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	17513.925637393768	0.0013152590476512857	0.0008410056657223796	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	17513.922361898018	0.0013152590618323507	0.0008410056657223796	0.0015492209631728046	0.001106586402266289	0.0011951133144475921	17513.928912889518	0.0013152590334719375	6	0.0009737960339943342	0.0013574126534466478												
7	TrialState.COMPLETE	0.004922096317280454	2020-01-02 12:20:15.341617	2020-01-02 12:35:14.621911	450.0	51.0	0.02465753031161246	600.0	0.8236926508170838	0.0028328611898017	0.004922096317280454	0.0037535410764872523	0.004213881019830028	16697.823441926346	0.0038059863183833795	0.0028328611898017	0.004922096317280454	0.0037535410764872523	0.004213881019830028	16697.821388101984	0.003805986331489253	0.0028328611898017	0.004922096317280454	0.0037535410764872523	0.004213881019830028	16697.82549575071	0.0038059863052806123	7		0.004426345609065156	0.004736189801699717											
8	TrialState.COMPLETE	0.05255279423126449	2020-01-02 12:35:14.632988	2020-01-02 13:02:50.104560	50.0	71.0	0.01831669390576961	500.0	0.5260961664263376	0.021825907803244914	0.05255279423126449	0.03347926860674736	0.040818954416688126	10665.07688964718	0.03295520155301258	0.021825907803244914	0.05255279423126449	0.03347926860674736	0.040818954416688126	10665.074539660056	0.03295520157722813	0.021825907803244914	0.05255279423126449	0.03347926860674736	0.040818954416688126	10665.079239634304	0.03295520152880488	8														
