number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.9592696629213483	2020-04-06 20:30:58.472840	2020-04-06 20:34:07.223753	0.5820930322358931	16.447891262140928	128	25	256	0.06840267056539961	0.425561797752809	0.9592696629213483	0.7851123595505618	0.8904494382022472	3.3038389513108615	0.6229502985705822	0.425561797752809	0.9592696629213483	0.7851123595505618	0.8904494382022472	3.3038389513108615	0.6229502985705822	538026198	650.0	0.425561797752809	0.9592696629213483	0.7851123595505618	0.8904494382022472	3.3038389513108615	0.6229502985705822	0	COMPLETE
1	0.9419475655430711	2020-04-06 20:34:07.241258	2020-04-06 20:40:04.572834	0.5643024956502947	4.650842434766719	256	48	512	0.08264648248458958	0.350187265917603	0.9419475655430711	0.6858614232209738	0.8300561797752809	4.001404494382022	0.5500342875793117	0.350187265917603	0.9419475655430711	0.6858614232209738	0.8300561797752809	4.001404494382022	0.5500342875793117	1495848243		0.350187265917603	0.9419475655430711	0.6858614232209738	0.8300561797752809	4.001404494382022	0.5500342875793117	1	COMPLETE
2	0.10533707865168539	2020-04-06 20:40:04.584892	2020-04-06 20:40:23.486091	0.7280209777701341	7.20098898869699	128	7	512	1.0107605384230223	0.009363295880149813	0.10533707865168539	0.03464419475655431	0.05664794007490637	48.811797752808985	0.05421795122469773	0.009363295880149813	0.10533707865168539	0.03464419475655431	0.05664794007490637	48.811797752808985	0.05421795122469773	1588423450	150.0	0.009363295880149813	0.10533707865168539	0.03464419475655431	0.05664794007490637	48.811797752808985	0.05421795122469773	2	COMPLETE
3	0.10112359550561797	2020-04-06 20:40:23.498293	2020-04-06 20:40:47.789854	0.8210649944719105	14.984881401429563	256	20	512	0.9939563107207655	0.009831460674157303	0.10112359550561797	0.02949438202247191	0.04728464419475655	47.95926966292135	0.05305959127971518	0.009831460674157303	0.10112359550561797	0.02949438202247191	0.04728464419475655	47.95926966292135	0.05305959127971518	221091446	150.0	0.009831460674157303	0.10112359550561797	0.02949438202247191	0.04728464419475655	47.95926966292135	0.05305959127971518	3	COMPLETE
4	0.9700374531835206	2020-04-06 20:40:47.801117	2020-04-06 20:45:30.825660	0.3600131114705386	1.0296971742154006	256	13	128	0.06518031123062867	0.4789325842696629	0.9700374531835206	0.8281835205992509	0.9161985018726592	3.142322097378277	0.665372135407632	0.4789325842696629	0.9700374531835206	0.8281835205992509	0.9161985018726592	3.142322097378277	0.665372135407632	576951555	550.0	0.4789325842696629	0.9700374531835206	0.8281835205992509	0.9161985018726592	3.142322097378277	0.665372135407632	4	COMPLETE
5	0.9691011235955056	2020-04-06 20:45:30.843538	2020-04-06 20:49:54.725547	0.7112142571823087	15.914981751249067	128	53	128	0.06485351512543439	0.4602059925093633	0.9691011235955056	0.8220973782771536	0.9077715355805244	3.1189138576779025	0.6530341037941672	0.4602059925093633	0.9691011235955056	0.8220973782771536	0.9077715355805244	3.1189138576779025	0.6530341037941672	1240425038	500.0	0.4602059925093633	0.9691011235955056	0.8220973782771536	0.9077715355805244	3.1189138576779025	0.6530341037941672	5	COMPLETE
6	0.9667602996254682	2020-04-06 20:49:54.738121	2020-04-06 20:54:54.470725	0.873260677269786	20.228377547003813	128	97	128	0.06513438122486521	0.4854868913857678	0.9667602996254682	0.824438202247191	0.9082397003745318	3.1418539325842696	0.6650599520649586	0.4854868913857678	0.9667602996254682	0.824438202247191	0.9082397003745318	3.1418539325842696	0.6650599520649586	2408675997	500.0	0.4854868913857678	0.9667602996254682	0.824438202247191	0.9082397003745318	3.1418539325842696	0.6650599520649586	6	COMPLETE
7	0.9592696629213483	2020-04-06 20:54:54.481482	2020-04-06 20:59:17.430064	0.5593811857911438	20.373751892264927	128	92	128	0.06692677379275362	0.45646067415730335	0.9592696629213483	0.8010299625468165	0.9030898876404494	3.2298689138576777	0.64327110057668	0.45646067415730335	0.9592696629213483	0.8010299625468165	0.9030898876404494	3.2298689138576777	0.64327110057668	4016859322	450.0	0.45646067415730335	0.9592696629213483	0.8010299625468165	0.9030898876404494	3.2298689138576777	0.64327110057668	7	COMPLETE
8	0.973314606741573	2020-04-06 20:59:17.440662	2020-04-06 21:05:49.118321	0.429767622208885	10.338616108653886	256	76	128	0.06065910954764357	0.50187265917603	0.973314606741573	0.8412921348314607	0.9218164794007491	2.922752808988764	0.6796571861568722	0.50187265917603	0.973314606741573	0.8412921348314607	0.9218164794007491	2.922752808988764	0.6796571861568722	116361180	550.0	0.50187265917603	0.973314606741573	0.8412921348314607	0.9218164794007491	2.922752808988764	0.6796571861568722	8	COMPLETE
9	0.971441947565543	2020-04-06 21:05:49.133484	2020-04-06 21:10:36.681110	0.7446577306667064	27.005101288254334	256	22	128	0.06333348013928042	0.48174157303370785	0.971441947565543	0.825374531835206	0.9199438202247191	3.053370786516854	0.6673011285903945	0.48174157303370785	0.971441947565543	0.825374531835206	0.9199438202247191	3.053370786516854	0.6673011285903945	1912098948	550.0	0.48174157303370785	0.971441947565543	0.825374531835206	0.9199438202247191	3.053370786516854	0.6673011285903945	9	COMPLETE
10	0.0898876404494382	2020-04-06 21:10:36.692993	2020-04-06 21:11:12.830112	0.7038791919033415	2.4193352435401048	128	93	512	1.0122987855572867	0.007022471910112359	0.0898876404494382	0.023408239700374533	0.04073033707865169	48.866573033707866	0.04735758186211765	0.007022471910112359	0.0898876404494382	0.023408239700374533	0.04073033707865169	48.866573033707866	0.04735758186211765	1154960026	150.0	0.007022471910112359	0.0898876404494382	0.023408239700374533	0.04073033707865169	48.866573033707866	0.04735758186211765	10	COMPLETE
11	0.9662921348314607	2020-04-06 21:11:12.842708	2020-04-06 21:15:40.508180	0.4836713785509016	4.116981315121642	128	58	128	0.06299905248826948	0.49250936329588013	0.9662921348314607	0.8305243445692884	0.9110486891385767	3.0426029962546814	0.6726922707455247	0.49250936329588013	0.9662921348314607	0.8305243445692884	0.9110486891385767	3.0426029962546814	0.6726922707455247	2613429473	500.0	0.49250936329588013	0.9662921348314607	0.8305243445692884	0.9110486891385767	3.0426029962546814	0.6726922707455247	11	COMPLETE
12	0.9686329588014981	2020-04-06 21:15:40.526361	2020-04-06 21:20:46.330763	0.49599803353403893	29.73218834189026	256	35	128	0.060894416745452117	0.48267790262172283	0.9686329588014981	0.822565543071161	0.9101123595505618	2.9396067415730336	0.6647200043875614	0.48267790262172283	0.9686329588014981	0.822565543071161	0.9101123595505618	2.9396067415730336	0.6647200043875614	200999266	550.0	0.48267790262172283	0.9686329588014981	0.822565543071161	0.9101123595505618	2.9396067415730336	0.6647200043875614	12	COMPLETE
13	0.9709737827715356	2020-04-06 21:20:46.341885	2020-04-06 21:25:44.134798	0.6185035779290217	26.446190706852697	128	95	128	0.06574490919538288	0.46348314606741575	0.9709737827715356	0.8127340823970037	0.9063670411985019	3.1741573033707864	0.6515611929526727	0.46348314606741575	0.9709737827715356	0.8127340823970037	0.9063670411985019	3.1741573033707864	0.6515611929526727	4188909934	500.0	0.46348314606741575	0.9709737827715356	0.8127340823970037	0.9063670411985019	3.1741573033707864	0.6515611929526727	13	COMPLETE
14	0.10908239700374532	2020-04-06 21:25:44.146775	2020-04-06 21:26:45.708228	0.6666043213099749	1.315594827897384	256	35	256	0.992242997571519	0.009831460674157303	0.10908239700374532	0.02949438202247191	0.05664794007490637	47.92088014981273	0.05406997387309811	0.009831460674157303	0.10908239700374532	0.02949438202247191	0.05664794007490637	47.92088014981273	0.05406997387309811	542099924	200.0	0.009831460674157303	0.10908239700374532	0.02949438202247191	0.05664794007490637	47.92088014981273	0.05406997387309811	14	COMPLETE
15	0.9583333333333334	2020-04-06 21:26:45.718306	2020-04-06 21:30:05.583991	0.6652546135408611	25.9012338305991	64	49	128	0.06960585163400443	0.4452247191011236	0.9583333333333334	0.7926029962546817	0.8960674157303371	3.363295880149813	0.6343655822779452	0.4452247191011236	0.9583333333333334	0.7926029962546817	0.8960674157303371	3.363295880149813	0.6343655822779452	2315806070	400.0	0.4452247191011236	0.9583333333333334	0.7926029962546817	0.8960674157303371	3.363295880149813	0.6343655822779452	15	COMPLETE
16	0.11423220973782772	2020-04-06 21:30:05.595965	2020-04-06 21:30:34.831158	0.5673680416485136	29.3360232649791	256	32	512	0.9891097949885794	0.012172284644194757	0.11423220973782772	0.03323970037453183	0.0552434456928839	47.699438202247194	0.057197681274241595	0.012172284644194757	0.11423220973782772	0.03323970037453183	0.0552434456928839	47.699438202247194	0.057197681274241595	401140280	150.0	0.012172284644194757	0.11423220973782772	0.03323970037453183	0.0552434456928839	47.699438202247194	0.057197681274241595	16	COMPLETE
17	0.09831460674157304	2020-04-06 21:30:34.843185	2020-04-06 21:31:30.021784	0.2920472422757334	15.724212778262892	256	91	512	0.9970632502678363	0.011704119850187267	0.09831460674157304	0.032303370786516857	0.05149812734082397	48.08614232209738	0.05369927903366055	0.011704119850187267	0.09831460674157304	0.032303370786516857	0.05149812734082397	48.08614232209738	0.05369927903366055	4005590072	150.0	0.011704119850187267	0.09831460674157304	0.032303370786516857	0.05149812734082397	48.08614232209738	0.05369927903366055	17	COMPLETE
18	0.9672284644194756	2020-04-06 21:31:30.033765	2020-04-06 21:34:51.757210	0.9284296160522563	9.067931993369644	64	82	128	0.06754049512885567	0.4442883895131086	0.9672284644194756	0.799625468164794	0.9002808988764045	3.2537453183520597	0.635725116358437	0.4442883895131086	0.9672284644194756	0.799625468164794	0.9002808988764045	3.2537453183520597	0.635725116358437	2971151902	400.0	0.4442883895131086	0.9672284644194756	0.799625468164794	0.9002808988764045	3.2537453183520597	0.635725116358437	18	COMPLETE
19	0.10346441947565543	2020-04-06 21:34:51.769250	2020-04-06 21:35:29.065052	0.5613211540357794	21.142530186282194	128	46	512	1.014386638005749	0.008426966292134831	0.10346441947565543	0.028089887640449437	0.05290262172284644	48.955290262172284	0.05076116974323118	0.008426966292134831	0.10346441947565543	0.028089887640449437	0.05290262172284644	48.954588014981276	0.05076261590808317	661793673	200.0	0.008426966292134831	0.10346441947565543	0.028089887640449437	0.05290262172284644	48.9559925093633	0.0507598087398738	19	COMPLETE
20	0.9630149812734082	2020-04-06 21:35:29.077256	2020-04-06 21:38:48.853632	0.6624700222022116	8.947910120530494	64	29	128	0.06893926437888365	0.4545880149812734	0.9630149812734082	0.7949438202247191	0.8984082397003745	3.3178838951310863	0.6394015567952755	0.4545880149812734	0.9630149812734082	0.7949438202247191	0.8984082397003745	3.3178838951310863	0.6394015567952755	1877886710	400.0	0.4545880149812734	0.9630149812734082	0.7949438202247191	0.8984082397003745	3.3178838951310863	0.6394015567952755	20	COMPLETE
21	0.9658239700374532	2020-04-06 21:38:48.868479	2020-04-06 21:46:31.823085	0.21158015738339409	16.110085242451046	256	91	128	0.06231685387744997	0.49157303370786515	0.9658239700374532	0.8220973782771536	0.9087078651685393	2.9948501872659175	0.6681570698959924	0.49157303370786515	0.9658239700374532	0.8220973782771536	0.9087078651685393	2.9948501872659175	0.6681570698959924	3602528305	600.0	0.49157303370786515	0.9658239700374532	0.8220973782771536	0.9087078651685393	2.9948501872659175	0.6681570698959924	21	COMPLETE
22	0.9676966292134831	2020-04-06 21:46:31.835409	2020-04-06 21:50:08.458822	0.7892313282154262	5.767895171909227	128	19	256	0.06422247717589531	0.47284644194756553	0.9676966292134831	0.8211610486891385	0.9143258426966292	3.1006554307116105	0.6589181190660806	0.47284644194756553	0.9676966292134831	0.8211610486891385	0.9143258426966292	3.1006554307116105	0.6589181190660806	3201096426	750.0	0.47284644194756553	0.9676966292134831	0.8211610486891385	0.9143258426966292	3.1006554307116105	0.6589181190660806	22	COMPLETE
23	0.10018726591760299	2020-04-06 21:50:08.470036	2020-04-06 21:50:28.552039	0.7126561226717157	27.57419200864491	128	18	512	1.0082028068528834	0.0149812734082397	0.10018726591760299	0.037921348314606744	0.05383895131086142	48.686797752808985	0.05702539002073056	0.0149812734082397	0.10018726591760299	0.037921348314606744	0.05383895131086142	48.686797752808985	0.05702539002073056	1140677743	150.0	0.0149812734082397	0.10018726591760299	0.037921348314606744	0.05383895131086142	48.686797752808985	0.05702539002073056	23	COMPLETE
24	0.9644194756554307	2020-04-06 21:50:28.562264	2020-04-06 21:57:41.035379	0.9872699698396677	15.397043763173635	256	97	128	0.0656936815250944	0.4756554307116105	0.9644194756554307	0.8258426966292135	0.9077715355805244	3.1750936329588013	0.6624039511261242	0.4756554307116105	0.9644194756554307	0.8258426966292135	0.9077715355805244	3.1750936329588013	0.6624039511261242	2468466488	550.0	0.4756554307116105	0.9644194756554307	0.8258426966292135	0.9077715355805244	3.1750936329588013	0.6624039511261242	24	COMPLETE
25	0.9691011235955056	2020-04-06 21:57:41.047172	2020-04-06 22:01:28.500526	0.13290201852180092	11.98703121242131	128	28	128	0.06376193059880413	0.48314606741573035	0.9691011235955056	0.829119850187266	0.9147940074906367	3.0730337078651684	0.6668567183127696	0.48314606741573035	0.9691011235955056	0.829119850187266	0.9147940074906367	3.0730337078651684	0.6668567183127696	59968922	450.0	0.48314606741573035	0.9691011235955056	0.829119850187266	0.9147940074906367	3.0730337078651684	0.6668567183127696	25	COMPLETE
26	0.9695692883895131	2020-04-06 22:01:28.512368	2020-04-06 22:05:56.181383	0.3241208496507591	21.934285644048217	256	3	128	0.06276887612616162	0.4845505617977528	0.9695692883895131	0.8155430711610487	0.9115168539325843	3.024812734082397	0.6643750442145588	0.4845505617977528	0.9695692883895131	0.8155430711610487	0.9115168539325843	3.024812734082397	0.6643750442145588	1513210970	550.0	0.4845505617977528	0.9695692883895131	0.8155430711610487	0.9115168539325843	3.024812734082397	0.6643750442145588	26	COMPLETE
27	0.9681647940074907	2020-04-06 22:05:56.191986	2020-04-06 22:11:45.046878	0.2010612248447593	8.772191570087312	256	42	128	0.06366707452953085	0.49765917602996257	0.9681647940074907	0.822565543071161	0.9143258426966292	3.0702247191011236	0.6726870876793546	0.49765917602996257	0.9681647940074907	0.822565543071161	0.9143258426966292	3.0702247191011236	0.6726870876793546	2479760334	600.0	0.49765917602996257	0.9681647940074907	0.822565543071161	0.9143258426966292	3.0702247191011236	0.6726870876793546	27	COMPLETE
28	0.09363295880149813	2020-04-06 22:11:45.058836	2020-04-06 22:12:08.511729	0.6594769125027757	15.47258404567603	256	18	512	1.0490069846101175	0.014044943820224719	0.09363295880149813	0.03136704119850187	0.05196629213483146	50.60252808988764	0.05388592208162944	0.014044943820224719	0.09363295880149813	0.03136704119850187	0.05196629213483146	50.60252808988764	0.05388592208162944	2252072142	150.0	0.014044943820224719	0.09363295880149813	0.03136704119850187	0.05196629213483146	50.60252808988764	0.05388592208162944	28	COMPLETE
29	0.9569288389513109	2020-04-06 22:12:08.524077	2020-04-06 22:15:00.274082	0.41631895315232725	9.752273407460027	64	35	128	0.06894189040507939	0.43913857677902624	0.9569288389513109	0.7799625468164794	0.8862359550561798	3.3295880149812733	0.626855511699357	0.43913857677902624	0.9569288389513109	0.7799625468164794	0.8862359550561798	3.3295880149812733	0.626855511699357	1136992879	350.0	0.43913857677902624	0.9569288389513109	0.7799625468164794	0.8862359550561798	3.3295880149812733	0.626855511699357	29	COMPLETE
30	0.09129213483146068	2020-04-06 22:15:00.287079	2020-04-06 22:15:20.764709	0.9977701797377457	9.112257597864897	64	40	512	1.0047757389758145	0.006086142322097378	0.09129213483146068	0.02762172284644195	0.04728464419475655	48.480805243445694	0.04855586475364637	0.006086142322097378	0.09129213483146068	0.02762172284644195	0.04728464419475655	48.480805243445694	0.04855586475364637	2651446528	150.0	0.006086142322097378	0.09129213483146068	0.02762172284644195	0.04728464419475655	48.480805243445694	0.04855586475364637	30	COMPLETE
31	0.9676966292134831	2020-04-06 22:15:20.776841	2020-04-06 22:20:14.909732	0.1314350204971341	29.09161211035338	128	63	256	0.06715227591836553	0.46769662921348315	0.9676966292134831	0.8160112359550562	0.9096441947565543	3.2406367041198503	0.6530965726111304	0.46769662921348315	0.9676966292134831	0.8160112359550562	0.9096441947565543	3.2406367041198503	0.6530965726111304	351992875	800.0	0.46769662921348315	0.9676966292134831	0.8160112359550562	0.9096441947565543	3.2406367041198503	0.6530965726111304	31	COMPLETE
32	0.9737827715355806	2020-04-06 22:20:14.921673	2020-04-06 22:25:01.501968	0.6859340922176399	15.347130089753442	128	73	256	0.06490295160952467	0.45552434456928836	0.9737827715355806	0.8066479400749064	0.9147940074906367	3.137172284644195	0.6469770195587355	0.45552434456928836	0.9737827715355806	0.8066479400749064	0.9147940074906367	3.137172284644195	0.6469770195587355	2885582069	750.0	0.45552434456928836	0.9737827715355806	0.8066479400749064	0.9147940074906367	3.137172284644195	0.6469770195587355	32	COMPLETE
