number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.08567415730337079	2020-03-12 14:47:31.640223	2020-03-12 14:47:44.065325	64	256	0.008785170435282296	256	0.5192596094697126	1.0186411216296953	0.0	0.08567415730337079	0.017322097378277154	0.033707865168539325	49.157303370786515	0.041289947274397935	0.0	0.08567415730337079	0.017322097378277154	0.033707865168539325	49.157303370786515	0.041289947274397935	1921282024	150	0.0	0.08567415730337079	0.017322097378277154	0.033707865168539325	49.157303370786515	0.041289947274397935	0	COMPLETE
1	0.10205992509363296	2020-03-12 14:47:44.083310	2020-03-12 14:48:02.565015	256	128	0.013048739161654149	128	0.28621439867437876	1.0247950992696964	0.0	0.10205992509363296	0.023408239700374533	0.047752808988764044	49.38623595505618	0.044847913478489244	0.0	0.10205992509363296	0.023408239700374533	0.047752808988764044	49.38623595505618	0.044847913478489244	2398835177	150	0.0	0.10205992509363296	0.023408239700374533	0.047752808988764044	49.38623595505618	0.044847913478489244	1	COMPLETE
2	0.09222846441947566	2020-03-12 14:48:02.582728	2020-03-12 14:48:21.370355	64	128	0.08853063184146584	256	0.37470142921084076	1.0189937031165128	0.0	0.09222846441947566	0.016853932584269662	0.037921348314606744	49.206460674157306	0.041722661510986546	0.0	0.09222846441947566	0.016853932584269662	0.037921348314606744	49.206460674157306	0.041722661510986546	1532061532	200	0.0	0.09222846441947566	0.016853932584269662	0.037921348314606744	49.206460674157306	0.041722661510986546	2	COMPLETE
3	0.08895131086142322	2020-03-12 14:48:21.382357	2020-03-12 14:48:39.785678	128	64	0.004958461901710023	128	0.2044112663453706	1.0045826608569741	0.0	0.08895131086142322	0.018258426966292134	0.039794007490636704	48.45880149812734	0.042642921763810834	0.0	0.08895131086142322	0.018258426966292134	0.039794007490636704	48.45880149812734	0.042642921763810834	709446430	150	0.0	0.08895131086142322	0.018258426966292134	0.039794007490636704	48.45880149812734	0.042642921763810834	3	COMPLETE
4	0.08754681647940075	2020-03-12 14:48:39.797887	2020-03-12 14:48:50.681212	256	64	0.0269425745083366	512	0.002305610494198	1.0143854787663908	0.0	0.08754681647940075	0.02153558052434457	0.04260299625468165	48.98174157303371	0.04337160240874868	0.0	0.08754681647940075	0.02153558052434457	0.04260299625468165	48.98174157303371	0.04337160240874868	3249089138	150	0.0	0.08754681647940075	0.02153558052434457	0.04260299625468165	48.98174157303371	0.04337160240874868	4	COMPLETE
5	0.10252808988764045	2020-03-12 14:48:50.691482	2020-03-12 14:49:12.514530	256	256	0.06525454247056059	128	0.0036120434557251014	0.996281157805818	0.0	0.10252808988764045	0.026217228464419477	0.05056179775280899	48.10159176029963	0.047047155291755086	0.0	0.10252808988764045	0.026217228464419477	0.05056179775280899	48.10159176029963	0.047047155291755086	1965937621	150	0.0	0.10252808988764045	0.026217228464419477	0.05056179775280899	48.10159176029963	0.047047155291755086	5	COMPLETE
6	0.09597378277153558	2020-03-12 14:49:12.530856	2020-03-12 14:49:26.327565	256	256	0.018166097620859918	512	0.22596805798696998	1.0305117475032834	0.0	0.09597378277153558	0.019662921348314606	0.040262172284644196	49.712078651685395	0.0430757999736654	0.0	0.09597378277153558	0.019662921348314606	0.040262172284644196	49.712078651685395	0.0430757999736654	784147261	150	0.0	0.09597378277153558	0.019662921348314606	0.040262172284644196	49.712078651685395	0.0430757999736654	6	COMPLETE
7	0.09316479400749064	2020-03-12 14:49:26.337901	2020-03-12 14:49:44.779691	128	64	0.0012710057039227063	256	0.9942291761315444	1.0082448771422248	0.0	0.09316479400749064	0.02294007490636704	0.04447565543071161	48.59129213483146	0.0440756919021084	0.0	0.09316479400749064	0.02294007490636704	0.04447565543071161	48.59129213483146	0.0440756919021084	1720282489	200	0.0	0.09316479400749064	0.02294007490636704	0.04447565543071161	48.59129213483146	0.0440756919021084	7	COMPLETE
8	0.09410112359550561	2020-03-12 14:49:44.791612	2020-03-12 14:50:03.448073	256	64	0.0050169057586298875	128	0.00838924576776494	1.0093520792508115	0.0	0.09410112359550561	0.01638576779026217	0.033707865168539325	48.65121722846442	0.04152545037510035	0.0	0.09410112359550561	0.01638576779026217	0.033707865168539325	48.65121722846442	0.04152545037510035	692787539	150	0.0	0.09410112359550561	0.01638576779026217	0.033707865168539325	48.65121722846442	0.04152545037510035	8	COMPLETE
9	0.10252808988764045	2020-03-12 14:50:03.460125	2020-03-12 14:50:15.690665	64	256	0.013500190456889152	512	0.07090127681565987	0.9863011390371911	0.0	0.10252808988764045	0.023408239700374533	0.04681647940074907	47.57724719101124	0.04530496906787462	0.0	0.10252808988764045	0.023408239700374533	0.04681647940074907	47.57724719101124	0.04530496906787462	2704799912	150	0.0	0.10252808988764045	0.023408239700374533	0.04681647940074907	47.57724719101124	0.04530496906787462	9	COMPLETE
