number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8305243445692884	2020-04-07 11:39:20.183667	2020-04-07 11:56:47.396240	256	85	256	0.12464536417080334	0.2308052434456929	0.8305243445692884	0.5004681647940075	0.6254681647940075	6.019662921348314	0.4154664762403475	0.2308052434456929	0.8305243445692884	0.5004681647940075	0.6254681647940075	6.019662921348314	0.4154664762403475	1758456749		0.2308052434456929	0.8305243445692884	0.5004681647940075	0.6254681647940075	6.019662921348314	0.4154664762403475	0	COMPLETE
1	0.8412921348314607	2020-04-07 11:56:47.412898	2020-04-07 12:16:13.304433	128	88	128	0.1199983699807081	0.25046816479400746	0.8412921348314607	0.5215355805243446	0.6638576779026217	5.798689138576779	0.4361757941414455	0.25046816479400746	0.8412921348314607	0.5215355805243446	0.6638576779026217	5.798689138576779	0.4361757941414455	1514592007	850.0	0.25046816479400746	0.8412921348314607	0.5215355805243446	0.6638576779026217	5.798689138576779	0.4361757941414455	1	COMPLETE
2	0.8066479400749064	2020-04-07 12:16:13.328869	2020-04-07 12:22:49.421301	64	28	512	0.1341895008239937	0.21254681647940074	0.8066479400749064	0.4602059925093633	0.602996254681648	6.514513108614232	0.3930780748105163	0.21254681647940074	0.8066479400749064	0.4602059925093633	0.602996254681648	6.514513108614232	0.3930780748105163	2674989987	1000.0	0.21254681647940074	0.8066479400749064	0.4602059925093633	0.602996254681648	6.514513108614232	0.3930780748105163	2	COMPLETE
3	0.7097378277153558	2020-04-07 12:22:49.433521	2020-04-07 12:29:11.673880	64	54	256	0.16901866191813256	0.14606741573033707	0.7097378277153558	0.33941947565543074	0.475187265917603	8.22378277153558	0.30968180832789655	0.14606741573033707	0.7097378277153558	0.33941947565543074	0.475187265917603	8.22378277153558	0.30968180832789655	1658821244	550.0	0.14606741573033707	0.7097378277153558	0.33941947565543074	0.475187265917603	8.22378277153558	0.30968180832789655	3	COMPLETE
4	0.8572097378277154	2020-04-07 12:29:11.685893	2020-04-07 12:47:00.790413	256	58	128	0.11552005688300572	0.26170411985018727	0.8572097378277154	0.5355805243445693	0.6699438202247191	5.572565543071161	0.4453662607121428	0.26170411985018727	0.8572097378277154	0.5355805243445693	0.6699438202247191	5.572565543071161	0.4453662607121428	4148089163	750.0	0.26170411985018727	0.8572097378277154	0.5355805243445693	0.6699438202247191	5.572565543071161	0.4453662607121428	4	COMPLETE
5	0.8160112359550562	2020-04-07 12:47:00.808569	2020-04-07 12:53:28.242847	64	24	512	0.12945882464263742	0.21910112359550563	0.8160112359550562	0.4868913857677903	0.62312734082397	6.275749063670412	0.40529037847961735	0.21910112359550563	0.8160112359550562	0.4868913857677903	0.62312734082397	6.275749063670412	0.40529037847961735	3519837451	950.0	0.21910112359550563	0.8160112359550562	0.4868913857677903	0.62312734082397	6.275749063670412	0.40529037847961735	5	COMPLETE
6	0.825374531835206	2020-04-07 12:53:28.254612	2020-04-07 13:07:10.316588	128	72	256	0.1256656001412662	0.2340823970037453	0.825374531835206	0.49859550561797755	0.6367041198501873	6.079119850187266	0.41622489097984716	0.2340823970037453	0.825374531835206	0.49859550561797755	0.6367041198501873	6.079119850187266	0.41622489097984716	534742063		0.2340823970037453	0.825374531835206	0.49859550561797755	0.6367041198501873	6.079119850187266	0.41622489097984716	6	COMPLETE
7	0.8455056179775281	2020-04-07 13:07:10.328366	2020-04-07 13:14:28.175800	256	33	256	0.12136886573888445	0.23689138576779026	0.8455056179775281	0.5121722846441947	0.6512172284644194	5.86563670411985	0.4247556860609394	0.23689138576779026	0.8455056179775281	0.5121722846441947	0.6512172284644194	5.86563670411985	0.4247556860609394	3810850426	600.0	0.23689138576779026	0.8455056179775281	0.5121722846441947	0.6512172284644194	5.86563670411985	0.4247556860609394	7	COMPLETE
8	0.8567415730337079	2020-04-07 13:14:28.193157	2020-04-07 13:37:54.499512	256	63	128	0.1175332130456155	0.2588951310861423	0.8567415730337079	0.5318352059925093	0.6591760299625468	5.675093632958801	0.4436427290937139	0.2588951310861423	0.8567415730337079	0.5318352059925093	0.6591760299625468	5.675093632958801	0.4436427290937139	3500497191	950.0	0.2588951310861423	0.8567415730337079	0.5318352059925093	0.6591760299625468	5.675093632958801	0.4436427290937139	8	COMPLETE
9	0.825374531835206	2020-04-07 13:37:54.516919	2020-04-07 13:54:17.231036	64	69	128	0.12512037647392754	0.2350187265917603	0.825374531835206	0.49859550561797755	0.6455992509363296	6.046348314606742	0.42007314957488745	0.2350187265917603	0.825374531835206	0.49859550561797755	0.6455992509363296	6.046348314606742	0.42007314957488745	3875875200	750.0	0.2350187265917603	0.825374531835206	0.49859550561797755	0.6455992509363296	6.046348314606742	0.42007314957488745	9	COMPLETE
