number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.3150749063670412	2020-04-10 12:47:02.912168	2020-04-10 12:48:21.189835	64	2	256	0.08658278862397681	0.5643607507292391	0.04915730337078652	0.3150749063670412	0.12359550561797752	0.1849250936329588	26.746722846441948	0.13718065434173957	0.04915730337078652	0.3150749063670412	0.12359550561797752	0.1849250936329588	26.746722846441948	0.13718065434173957	3778923237	550.0	0.04915730337078652	0.3150749063670412	0.12359550561797752	0.1849250936329588	26.746722846441948	0.13718065434173957	0	COMPLETE
1	0.324438202247191	2020-04-10 12:48:21.243349	2020-04-10 12:49:36.102737	64	2	256	0.4407556285551389	0.5541180266165052	0.05149812734082397	0.324438202247191	0.12312734082397003	0.17649812734082396	26.265917602996254	0.13906829109132007	0.05149812734082397	0.324438202247191	0.12312734082397003	0.17649812734082396	26.265917602996254	0.13906829109132007	1897845157	550.0	0.05149812734082397	0.324438202247191	0.12312734082397003	0.17649812734082396	26.265917602996254	0.13906829109132007	1	COMPLETE
2	0.8188202247191011	2020-04-10 12:49:36.160301	2020-04-10 12:50:25.047338	256	1	128	0.00824364756924427	0.15214923158469384	0.15636704119850187	0.8188202247191011	0.4892322097378277	0.6526217228464419	7.216292134831461	0.3719153519615746	0.15636704119850187	0.8188202247191011	0.4892322097378277	0.6526217228464419	7.216292134831461	0.3719153519615746	2835981156	300.0	0.15636704119850187	0.8188202247191011	0.4892322097378277	0.6526217228464419	7.216292134831461	0.3719153519615746	2	COMPLETE
3	0.35908239700374533	2020-04-10 12:50:25.079650	2020-04-10 12:52:02.544013	64	2	128	0.7962934483695586	0.5364604937252746	0.08192883895131087	0.35908239700374533	0.1802434456928839	0.24250936329588016	25.399344569288388	0.17773455737568403	0.08192883895131087	0.35908239700374533	0.1802434456928839	0.24250936329588016	25.399344569288388	0.17773455737568403	3106058563	550.0	0.08192883895131087	0.35908239700374533	0.1802434456928839	0.24250936329588016	25.399344569288388	0.17773455737568403	3	COMPLETE
4	0.3136704119850187	2020-04-10 12:52:02.570577	2020-04-10 12:53:01.590976	256	2	128	0.05171138307251873	0.5630130703606353	0.04541198501872659	0.3136704119850187	0.1203183520599251	0.1858614232209738	26.679775280898877	0.13453556892635943	0.04541198501872659	0.3136704119850187	0.1203183520599251	0.1858614232209738	26.679775280898877	0.13453556892635943	1460899332	350.0	0.04541198501872659	0.3136704119850187	0.1203183520599251	0.1858614232209738	26.679775280898877	0.13453556892635943	4	COMPLETE
5	0.8895131086142322	2020-04-10 12:53:01.615445	2020-04-10 12:54:19.117590	256	1	128	0.7227308122316711	0.11822969886415013	0.15355805243445692	0.8895131086142322	0.6039325842696629	0.7696629213483146	5.665262172284645	0.4107428024471762	0.15355805243445692	0.8895131086142322	0.6039325842696629	0.7696629213483146	5.665262172284645	0.4107428024471762	1643910135	450.0	0.15355805243445692	0.8895131086142322	0.6039325842696629	0.7696629213483146	5.665262172284645	0.4107428024471762	5	COMPLETE
6	0.3595505617977528	2020-04-10 12:54:19.149126	2020-04-10 12:56:25.182670	128	2	256	0.7525004214016613	0.5378939618830908	0.08333333333333333	0.3595505617977528	0.17462546816479402	0.2345505617977528	25.463717228464418	0.17723747922306707	0.08333333333333333	0.3595505617977528	0.17462546816479402	0.2345505617977528	25.463483146067414	0.17723751649436667	2091316753	900.0	0.08333333333333333	0.3595505617977528	0.17462546816479402	0.2345505617977528	25.46395131086142	0.17723744241765874	6	COMPLETE
7	0.31320224719101125	2020-04-10 12:56:25.204035	2020-04-10 12:57:48.692204	256	2	256	0.25718701904315555	0.5592319536265264	0.046348314606741575	0.31320224719101125	0.11610486891385768	0.1793071161048689	26.507958801498127	0.13443368016696247	0.046348314606741575	0.31320224719101125	0.11610486891385768	0.1793071161048689	26.507958801498127	0.13443368016696247	3215258511	600.0	0.046348314606741575	0.31320224719101125	0.11610486891385768	0.1793071161048689	26.507958801498127	0.13443368016696247	7	COMPLETE
8	0.31413857677902624	2020-04-10 12:57:48.717707	2020-04-10 12:59:19.068772	256	2	256	0.018011688735990985	0.5638582216059503	0.0449438202247191	0.31413857677902624	0.1198501872659176	0.18726591760299627	26.718632958801496	0.13456490465258836	0.0449438202247191	0.31413857677902624	0.1198501872659176	0.18726591760299627	26.718632958801496	0.13456490465258836	498212899	650.0	0.0449438202247191	0.31413857677902624	0.1198501872659176	0.18726591760299627	26.718632958801496	0.13456490465258836	8	COMPLETE
9	0.7336142322097379	2020-04-10 12:59:19.096047	2020-04-10 13:00:53.928903	64	1	128	0.7297172471433439	0.21308247948480483	0.1793071161048689	0.7336142322097379	0.4199438202247191	0.5514981273408239	10.07069288389513	0.3501603571194561	0.1793071161048689	0.7336142322097379	0.4199438202247191	0.5514981273408239	10.07069288389513	0.3501603571194561	4181584793	550.0	0.1793071161048689	0.7336142322097379	0.4199438202247191	0.5514981273408239	10.07069288389513	0.3501603571194561	9	COMPLETE
10	0.31320224719101125	2020-04-10 13:00:53.959530	2020-04-10 13:02:09.093562	128	2	256	0.004492094626875937	0.5682319062535236	0.046348314606741575	0.31320224719101125	0.12078651685393259	0.18773408239700373	26.928838951310862	0.13585974102223936	0.046348314606741575	0.31320224719101125	0.12078651685393259	0.18773408239700373	26.928838951310862	0.13585974102223936	2602201659	550.0	0.046348314606741575	0.31320224719101125	0.12078651685393259	0.18773408239700373	26.928838951310862	0.13585974102223936	10	COMPLETE
