number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
9	TrialState.COMPLETE	0.0003098441926345609	2019-12-29 18:52:00.798519	2019-12-29 19:12:54.778644	250.0	11.0	0.058588005941821154	0.018378832014964656	600.0	1.0083318669765249	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20442.15091625354	0.00025112252637432005	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20442.150849858357	0.00025112252659700575	0.0	0.0003098441926345609	8.852691218130312e-05	8.852691218130312e-05	20442.150982648724	0.0002511225261516489	9	0.0004426345609065156	0.0003541076487252125				
10	TrialState.COMPLETE	0.0002213172804532578	2019-12-29 19:12:54.779589	2019-12-29 19:29:43.400871	50.0	91.0	0.03576795818243257	0.0032223399917672576	800.0	0.985932328457371	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	19988.064934490085	0.0003210449299860224	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	19988.064845963174	0.0003210449304800385	4.426345609065156e-05	0.0002213172804532578	4.426345609065156e-05	4.426345609065156e-05	19988.065023016996	0.00032104492949204435	10	0.0002655807365439094	0.00023607176581680832				
11	TrialState.COMPLETE	0.016288951841359773	2019-12-29 19:29:43.401693	2019-12-29 20:37:37.299678	350.0	31.0	0.019652962511754076	0.0003368985323840775	900.0	0.45281408138118195	0.0018885741265344666	0.016288951841359773	0.005872285174693107	0.008764164305949009	9178.789453493862	0.008039009401091335	0.0018885741265344666	0.016288951841359773	0.005872285174693107	0.008764164305949009	9178.788450188857	0.008039009523321452	0.0018885741265344666	0.016288951841359773	0.005872285174693107	0.008764164305949009	9178.790456798866	0.008039009279012906	11			0.014252832861189802	0.015474504249291785		
12	TrialState.COMPLETE	0.0003541076487252125	2019-12-29 20:37:37.300614	2019-12-29 21:04:40.045496	150.0	71.0	0.01811888096832369	0.00035688157358402265	700.0	0.9999372852753735	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20272.105258498585	0.0003978573905246569	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20272.105037181303	0.00039785745086864596	4.426345609065156e-05	0.0003541076487252125	0.00017705382436260624	0.0002655807365439094	20272.105479815866	0.0003978573302494954	12	0.0003541076487252125	0.0003541076487252125				
13	TrialState.COMPLETE	0.41197895588830435	2019-12-29 21:04:40.046293	2019-12-29 23:40:41.539659	150.0	11.0	0.013675698380939523	0.0001796984584732419	1000.0	0.18684749322628658	0.19228888439228384	0.41197895588830435	0.3051902063941724	0.35350903817617696	3787.2329058748146	0.2679845065795209	0.19228888439228384	0.41197895588830435	0.3051902063941724	0.35350903817617696	3787.232539120464	0.2679845075647542	0.19228888439228384	0.41197895588830435	0.3051902063941724	0.35350903817617696	3787.233272629165	0.2679845056072375	13						
14	TrialState.COMPLETE	4.426345609065156e-05	2019-12-29 23:40:41.540511	2019-12-30 00:17:32.902328	250.0	61.0	0.013850954005393256	0.00024431099223345016	500.0	1.006856594265133	0.0	4.426345609065156e-05	0.0	0.0	20412.133564978754	0.0002793395850956337	0.0	4.426345609065156e-05	0.0	0.0	20412.1333657932	0.0002793395858239457	0.0	4.426345609065156e-05	0.0	0.0	20412.133764164308	0.0002793395843673726	14	8.852691218130312e-05	5.901794145420208e-05				
15	TrialState.COMPLETE	0.0002655807365439094	2019-12-30 00:17:32.903275	2019-12-30 00:42:32.393146	150.0	61.0	0.004079538200342591	0.09364589922023754	1000.0	1.0057716895660591	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20390.416408463174	0.0003159174642269295	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20390.416386331446	0.00031591746506162363	0.0	0.0002655807365439094	0.0001327903682719547	0.0001327903682719547	20390.4164305949	0.0003159174633923974	15	0.0003541076487252125	0.0002950897072710104				
16	TrialState.COMPLETE	0.0005311614730878187	2019-12-30 00:42:32.393879	2019-12-30 01:05:34.357831	150.0	51.0	0.008966643152143997	0.09488434407396373	700.0	0.9966387694621968	0.0	0.0005311614730878187	0.0	4.426345609065156e-05	20205.047052053826	0.00031784239110083817	0.0	0.0005311614730878187	0.0	4.426345609065156e-05	20205.04696352691	0.0003178423914573008	0.0	0.0005311614730878187	0.0	4.426345609065156e-05	20205.047140580737	0.0003178423907444057	16	0.0005311614730878187	0.0005311614730878187				
17	TrialState.COMPLETE	8.852691218130312e-05	2019-12-30 01:05:34.358685	2019-12-30 01:19:52.918391	50.0	51.0	0.004834741397784283	0.0016770711786285074	700.0	0.9952399733765251	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20176.71104815864	0.0002521837983081927	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20176.71104815864	0.0002521837983081927	0.0	8.852691218130312e-05	4.426345609065156e-05	4.426345609065156e-05	20176.71104815864	0.0002521837983081927	17	0.00017705382436260624	0.00011803588290840416				
18	TrialState.COMPLETE	0.0002213172804532578	2019-12-30 01:19:52.919228	2019-12-30 01:37:22.038713	150.0	21.0	0.03070434636063011	0.062354382932333655	600.0	1.0019767114282903	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20313.399721140227	0.00025102856516853213	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20313.399610481585	0.0002510285673010458	0.0	0.0002213172804532578	0.0	4.426345609065156e-05	20313.399831798866	0.0002510285630365877	18	0.0002655807365439094	0.00023607176581680832				
19	TrialState.COMPLETE	0.4545915958451369	2019-12-30 01:37:22.039542	2019-12-30 03:42:43.549516	250.0	1.0	0.0012084600904598434	0.0015562966574768824	700.0	0.23151279710585643	0.31670207743153916	0.4545915958451369	0.4004367327667611	0.42512983947119926	4692.404473559962	0.3686167234902605	0.31670207743153916	0.4545915958451369	0.4004367327667611	0.42512983947119926	4692.40394239849	0.368616724223015	0.31670207743153916	0.4545915958451369	0.4004367327667611	0.42512983947119926	4692.405004721435	0.3686167227650323	19						
20	TrialState.COMPLETE	0.48062658416579696	2019-12-30 03:42:43.550443	2019-12-30 08:06:29.175874	450.0	11.0	0.002500634165423972	0.00023454942555854895	900.0	0.1857967061506315	0.29838228716266585	0.48062658416579696	0.40794132995377963	0.44221522290144627	3766.5261620322053	0.3658837547607451	0.29838228716266585	0.48062658416579696	0.40794132995377963	0.44221522290144627	3766.5257846280006	0.3658837548631041	0.29838228716266585	0.48062658416579696	0.40794132995377963	0.44221522290144627	3766.5265394364096	0.3658837546587645	20						
21	TrialState.COMPLETE	0.0003541076487252125	2019-12-30 08:06:29.176798	2019-12-30 09:07:27.430960	450.0	61.0	0.002878961600198825	0.03460376382920976	600.0	1.0053464976016877	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20381.63137393768	0.0002836430539446878	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20381.631285410764	0.0002836430636057684	0.0	0.0003541076487252125	0.0	8.852691218130312e-05	20381.63146246459	0.0002836430442880153	21	0.00017705382436260624	0.0002950897072710104				
22	TrialState.COMPLETE	0.0004868980169971671	2019-12-30 09:07:27.431870	2019-12-30 09:20:56.586666	50.0	11.0	0.0031825488625332344	0.0001795807398280586	700.0	1.0002821518127873	0.0001327903682719547	0.0004868980169971671	0.0001327903682719547	0.0001327903682719547	20279.074694582152	0.0004940902423215705	0.0001327903682719547	0.0004868980169971671	0.0001327903682719547	0.0001327903682719547	20279.074539660058	0.000494090242581522	0.0001327903682719547	0.0004868980169971671	0.0001327903682719547	0.0001327903682719547	20279.07484950425	0.0004940902420616312	22	0.0004426345609065156	0.00047214353163361664				
23	TrialState.COMPLETE	0.027244157223796035	2019-12-30 09:20:56.587312	2019-12-30 11:24:52.762900	450.0	31.0	0.029916759029921972	0.00023553183566916294	500.0	0.2869653766302131	0.0030763101983002834	0.027244157223796035	0.009140403682719546	0.015425814447592069	5816.799829585694	0.013027894868397793	0.0030763101983002834	0.027244157223796035	0.009140403682719546	0.015425814447592069	5816.799243094901	0.013027894883117126	0.0030763101983002834	0.027244157223796035	0.009140403682719546	0.015425814447592069	5816.800416076488	0.0130278948536835	23					0.026882672332389047	0.027089235127478753
