number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.relation_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.005762866598196964	2020-03-14 17:49:55.700206	2020-03-14 19:07:56.804423	128	64	0.013047005179130218	128	0.0029518479074786166	0.9999241188194661	0.004878466278671688	0.005762866598196964	0.005192285746890335	0.0053349309597169915	7142.036973639165	0.005639668397002126	0.004878466278671688	0.005762866598196964	0.005192285746890335	0.0053349309597169915	7142.035318954696	0.005639668617740895	1304048049	150	0.004878466278671688	0.005762866598196964	0.005192285746890335	0.0053349309597169915	7142.038628323633	0.005639668176546865	0	COMPLETE
1	0.005591692342804975	2020-03-14 19:07:56.852760	2020-03-14 21:07:56.484956	64	128	0.058540461398638124	256	0.0018852061561647792	0.9890258905746124	0.005135227661759671	0.005591692342804975	0.005249343832020997	0.005391989044847655	7064.713511354559	0.005742692045813386	0.005135227661759671	0.005591692342804975	0.005249343832020997	0.005391989044847655	7064.7101163984935	0.005742692287680635	4154554494	150	0.005135227661759671	0.005591692342804975	0.005249343832020997	0.005391989044847655	7064.716906310624	0.005742691804145835	1	COMPLETE
2	0.005705808513066302	2020-03-14 21:07:56.521216	2020-03-14 23:07:56.295840	64	128	0.005609056890024829	256	0.7483875470997413	0.991526692461821	0.005135227661759671	0.005705808513066302	0.005277872874586329	0.005420518087412987	7084.999843090266	0.005784940177314056	0.005135227661759671	0.005705808513066302	0.005277872874586329	0.005420518087412987	7084.996690631063	0.005784940337135408	3151886235	150	0.005135227661759671	0.005705808513066302	0.005277872874586329	0.005420518087412987	7085.002995549469	0.0057849400175801246	2	COMPLETE
3	0.005962569896154285	2020-03-14 23:07:56.333694	2020-03-15 02:52:24.318535	128	256	0.008040649348208296	256	0.004167314248652789	0.9972008559613159	0.005135227661759671	0.005962569896154285	0.005277872874586329	0.005420518087412987	7126.188505648751	0.005833862077731848	0.005135227661759671	0.005962569896154285	0.005277872874586329	0.005420518087412987	7126.184154969759	0.005833863025891126	344701656	150	0.005135227661759671	0.005962569896154285	0.005277872874586329	0.005420518087412987	7126.1928563277415	0.0058338611323963865	3	COMPLETE
4	0.004878466278671688	2020-03-15 02:52:24.365701	2020-03-15 04:07:54.592213	256	64	0.019081797702482355	256	0.004139029950139323	1.0099389602674695	0.0028243752139678192	0.004878466278671688	0.0037943626611890904	0.0041937692571037315	7213.371177108296	0.003966368658665313	0.0028243752139678192	0.004878466278671688	0.0037943626611890904	0.0041937692571037315	7213.368966107498	0.003966368831654409	3496428786	150	0.0028243752139678192	0.004878466278671688	0.0037943626611890904	0.0041937692571037315	7213.373388109095	0.003966368485769898	4	COMPLETE
5	0.005819924683327628	2020-03-15 04:07:54.631490	2020-03-15 08:17:48.149844	256	256	0.0021701054768754075	256	0.013011360064523372	0.9874120164193512	0.005135227661759671	0.005819924683327628	0.005135227661759671	0.005391989044847655	7054.805745749172	0.005773291199699981	0.005135227661759671	0.005819924683327628	0.005135227661759671	0.005391989044847655	7054.799754650234	0.005773291636825616	1654933144	150	0.005135227661759671	0.005819924683327628	0.005135227661759671	0.005391989044847655	7054.811736848112	0.0057732907628881384	5	COMPLETE
6	0.005934040853588954	2020-03-15 08:17:48.186360	2020-03-15 10:16:34.982309	64	128	0.0012805295423680633	512	0.05607639320816534	0.9917441454274236	0.005135227661759671	0.005934040853588954	0.0055346342576743125	0.00567727947050097	7084.251169690745	0.005879778019213631	0.005135227661759671	0.005934040853588954	0.0055346342576743125	0.00567727947050097	7084.2480029670205	0.0058797783614541015	3554498136	150	0.005135227661759671	0.005934040853588954	0.0055346342576743125	0.00567727947050097	7084.25433641447	0.005879777677438025	6	COMPLETE
7	0.0058484537258929594	2020-03-15 10:16:35.024601	2020-03-15 13:48:23.814561	64	256	0.06527458326244151	256	0.030282290328232913	1.00302196292559	0.005135227661759671	0.0058484537258929594	0.005306401917151661	0.005506105215108981	7166.175368024649	0.005760049720614619	0.005135227661759671	0.0058484537258929594	0.005306401917151661	0.005506105215108981	7166.171573661988	0.005760049986903627	2263134358	150	0.005135227661759671	0.0058484537258929594	0.005306401917151661	0.005506105215108981	7166.1791623873105	0.005760049454525354	7	COMPLETE
8	0.004678762980714367	2020-03-15 13:48:23.853768	2020-03-15 15:02:24.620223	256	64	0.00797666130752086	512	0.002521141238362555	1.003074771128704	0.0025961428734451674	0.004678762980714367	0.003423485107839781	0.0038514207463197533	7164.712527102591	0.0036869670058563143	0.0025961428734451674	0.004678762980714367	0.003423485107839781	0.0038514207463197533	7164.709117882004	0.0036869672601859377	2498722842	150	0.0025961428734451674	0.004678762980714367	0.003423485107839781	0.0038514207463197533	7164.715936323177	0.003686966751705006	8	COMPLETE
9	0.005962569896154285	2020-03-15 15:02:24.658059	2020-03-15 16:17:27.634361	64	64	0.0017087607176588817	256	0.05078692695560263	1.0006255440381897	0.005135227661759671	0.005962569896154285	0.005391989044847655	0.005449047129978318	7151.531239301609	0.005805702459232783	0.005135227661759671	0.005962569896154285	0.005391989044847655	0.005449047129978318	7151.528443455438	0.005805702750026673	267586911	150	0.005135227661759671	0.005962569896154285	0.005391989044847655	0.005449047129978318	7151.534035147781	0.0058057021688835185	9	COMPLETE
