number	value	datetime_start	datetime_complete	params_loss.margin	params_model.dropout_0	params_model.dropout_1	params_model.dropout_2	params_model.embedding_dim	params_model.relation_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.5065509915014165	2020-05-05 16:24:31.346386	2020-05-07 04:13:16.751892	9.987398598515869	0.4161637839250648	0.19269858288502484	0.3163582191831703	64	256	34	0.0018523327076703942	256	0.17791551053045604	0.3588881019830028	0.5065509915014165	0.45095609065155806	0.4771600566572238	3606.4738845609063	0.4153002740341694	0.3588881019830028	0.5065509915014165	0.45095609065155806	0.4771600566572238	3606.4737960339944	0.4153002740439388	2588697834	600	0.3588881019830028	0.5065509915014165	0.45095609065155806	0.4771600566572238	3606.4739730878186	0.41530027402440317	0	COMPLETE
