number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.hidden_dropout_rate	params_model.num_filters	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.10908239700374532	2020-05-16 20:38:58.042399	2020-05-16 20:57:20.018931	256	0.3316052488497317	400	0.009638431536825509	256	0.036282316485898664	0.9995365690575976	0.0	0.10908239700374532	0.024344569288389514	0.04962546816479401	48.22986891385768	0.04629611638318182	0.0	0.10908239700374532	0.024344569288389514	0.04962546816479401	48.22986891385768	0.04629611638318182	2927150673	200.0	0.0	0.10908239700374532	0.024344569288389514	0.04962546816479401	48.22986891385768	0.04629611638318182	0	COMPLETE
1	0.09925093632958802	2020-05-16 20:57:20.145006	2020-05-16 21:00:31.912905	64	0.37515183308352795	400	0.04163505942813297	512	0.025185351761823686	0.9991300125625543	0.00046816479400749064	0.09925093632958802	0.016853932584269662	0.03417602996254682	48.198970037453186	0.042845063567531025	0.00046816479400749064	0.09925093632958802	0.016853932584269662	0.03417602996254682	48.198970037453186	0.042845063567531025	2593318066	150.0	0.00046816479400749064	0.09925093632958802	0.016853932584269662	0.03417602996254682	48.198970037453186	0.042845063567531025	1	COMPLETE
2	0.899812734082397	2020-05-16 21:00:32.020808	2020-05-16 21:02:21.335688	128	0.45544181530476147	50	0.026394277347672978	256	0.07374616096756058	0.10198484255133497	0.3089887640449438	0.899812734082397	0.6203183520599251	0.7743445692883895	4.911985018726591	0.5032245420238037	0.3089887640449438	0.899812734082397	0.6203183520599251	0.7743445692883895	4.911985018726591	0.5032245420238037	3934006379	200.0	0.3089887640449438	0.899812734082397	0.6203183520599251	0.7743445692883895	4.911985018726591	0.5032245420238037	2	COMPLETE
3	0.09644194756554307	2020-05-16 21:02:21.476241	2020-05-16 21:16:06.523190	256	0.2335434614996259	450	0.01612227000804735	256	0.002009500720761716	1.0149440238468543	0.0	0.09644194756554307	0.019194756554307114	0.04353932584269663	48.982209737827716	0.04394388105232426	0.0	0.09644194756554307	0.019194756554307114	0.04353932584269663	48.982209737827716	0.04394388105232426	315975405	150.0	0.0	0.09644194756554307	0.019194756554307114	0.04353932584269663	48.982209737827716	0.04394388105232426	3	COMPLETE
4	0.09878277153558053	2020-05-16 21:16:06.651891	2020-05-16 21:28:32.176326	256	0.14648199280934487	400	0.0028037134200287984	256	0.04807123565379233	0.9989579170192365	0.0	0.09878277153558053	0.027153558052434457	0.046348314606741575	48.16385767790262	0.04591233789021193	0.0	0.09878277153558053	0.027153558052434457	0.046348314606741575	48.16385767790262	0.04591233789021193	1064974464	150.0	0.0	0.09878277153558053	0.027153558052434457	0.046348314606741575	48.16385767790262	0.04591233789021193	4	COMPLETE
5	0.09691011235955056	2020-05-16 21:28:32.282131	2020-05-16 21:37:46.373344	256	0.2148880012504146	300	0.005660498681223088	128	0.04303933152895446	1.0114980668966633	0.0	0.09691011235955056	0.020131086142322098	0.04400749063670412	48.81226591760299	0.043449078973805275	0.0	0.09691011235955056	0.020131086142322098	0.04400749063670412	48.81226591760299	0.043449078973805275	3271607212	150.0	0.0	0.09691011235955056	0.020131086142322098	0.04400749063670412	48.81226591760299	0.043449078973805275	5	COMPLETE
6	0.900749063670412	2020-05-16 21:37:46.480722	2020-05-16 21:50:56.749286	64	0.4753693221137629	500	0.005947911170661775	128	0.15493029938582406	0.10389144208076434	0.34129213483146065	0.900749063670412	0.6409176029962547	0.7701310861423221	5.00187265917603	0.5267719407066503	0.34129213483146065	0.900749063670412	0.6409176029962547	0.7701310861423221	5.00187265917603	0.5267719407066503	1134879184	400.0	0.34129213483146065	0.900749063670412	0.6409176029962547	0.7701310861423221	5.00187265917603	0.5267719407066503	6	COMPLETE
7	0.901685393258427	2020-05-16 21:50:56.848802	2020-05-16 21:54:29.634841	64	0.2703975388614176	150	0.026218599362749728	512	0.006075533353575266	0.09965565983617629	0.29447565543071164	0.901685393258427	0.599250936329588	0.7467228464419475	4.815074906367041	0.48830618978791135	0.29447565543071164	0.901685393258427	0.599250936329588	0.7467228464419475	4.815074906367041	0.48830618978791135	1158437533	300.0	0.29447565543071164	0.901685393258427	0.599250936329588	0.7467228464419475	4.815074906367041	0.48830618978791135	7	COMPLETE
8	0.8876404494382022	2020-05-16 21:54:29.736944	2020-05-16 22:09:07.483535	64	0.17834457368737566	350	0.004588244420856479	512	0.05668280092807182	0.10115494497106428	0.3202247191011236	0.8876404494382022	0.6207865168539326	0.7476591760299626	4.859550561797753	0.5082860624829219	0.3202247191011236	0.8876404494382022	0.6207865168539326	0.7476591760299626	4.859550561797753	0.5082860624829219	3982801083	600.0	0.3202247191011236	0.8876404494382022	0.6207865168539326	0.7476591760299626	4.859550561797753	0.5082860624829219	8	COMPLETE
9	0.8923220973782772	2020-05-16 22:09:07.562793	2020-05-16 22:11:31.063171	64	0.22516258245803566	150	0.0262159254838578	128	0.008952939343681063	0.10696797179361658	0.3061797752808989	0.8923220973782772	0.625	0.7528089887640449	5.149812734082397	0.499247845060219	0.3061797752808989	0.8923220973782772	0.625	0.7528089887640449	5.149812734082397	0.499247845060219	3383796454	200.0	0.3061797752808989	0.8923220973782772	0.625	0.7528089887640449	5.149812734082397	0.499247845060219	9	COMPLETE
