number	state	value	datetime_start	datetime_complete	params	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	model.relation_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	301	351	451	501	551	601
0	TrialState.COMPLETE	0.29017512232809684	2020-01-04 13:06:59.573934	2020-01-04 15:41:02.748840	450.0	150.0	51.0	0.0017966131149420087	500.0	0.20036052330860987	0.04217100180272985	0.29017512232809684	0.1559039402523822	0.2133659541591553	4061.642286891579	0.12415517008249599	0.04217100180272985	0.29017512232809684	0.1559039402523822	0.2133659541591553	4061.6396310842133	0.12415517343060554	0.04217100180272985	0.29017512232809684	0.1559039402523822	0.2133659541591553	4061.6449426989443	0.12415516677320337	0										
1	TrialState.COMPLETE	0.2535410764872521	2020-01-04 15:41:02.749854	2020-01-04 16:22:50.117432	150.0	350.0	81.0	0.007039798896274246	600.0	0.30093996194932593	0.02361898016997167	0.2535410764872521	0.13891643059490086	0.18870396600566572	6100.495077903683	0.10256598577925934	0.02361898016997167	0.2535410764872521	0.13891643059490086	0.18870396600566572	6100.491749291785	0.10256598593245767	0.02361898016997167	0.2535410764872521	0.13891643059490086	0.18870396600566572	6100.49840651558	0.10256598562617496	1		0.2507082152974504	0.25247875354107646							
2	TrialState.COMPLETE	0.08187755744412968	2020-01-04 16:22:50.118312	2020-01-04 17:47:22.282487	250.0	50.0	91.0	0.006509437777725166	800.0	0.5098991909770476	0.020557916273213725	0.08187755744412968	0.047076644633301856	0.06088684293358514	10338.100399354737	0.041935515435036944	0.020557916273213725	0.08187755744412968	0.047076644633301856	0.06088684293358514	10338.096671388103	0.041935515782807326	0.020557916273213725	0.08187755744412968	0.047076644633301856	0.06088684293358514	10338.104127321372	0.041935515088524576	2					0.08098947794415216	0.08148902266288952				
3	TrialState.COMPLETE	0.0008410056657223796	2020-01-04 17:47:22.283284	2020-01-04 18:14:21.485902	50.0	350.0	91.0	0.09718991447440854	1000.0	0.9955437871950865	8.852691218130312e-05	0.0008410056657223796	0.0002655807365439094	0.0003541076487252125	20183.189912358357	0.0006999032060373846	8.852691218130312e-05	0.0008410056657223796	0.0002655807365439094	0.0003541076487252125	20148.85246990085	0.0007008289210678371	8.852691218130312e-05	0.0008410056657223796	0.0002655807365439094	0.0003541076487252125	20217.527354815866	0.0006989944813701695	3	0.000796742209631728	0.0008262511803588291								
4	TrialState.COMPLETE	0.2625413125590179	2020-01-04 18:14:21.486729	2020-01-04 20:55:04.600939	350.0	250.0	81.0	0.0036789446915413766	900.0	0.24983123648604902	0.0483356940509915	0.2625413125590179	0.14989081680830973	0.19666253541076487	5064.714065450897	0.12128975094856982	0.0483356940509915	0.2625413125590179	0.14989081680830973	0.19666253541076487	5064.711151440038	0.12128975124689917	0.0483356940509915	0.2625413125590179	0.14989081680830973	0.19666253541076487	5064.716979461757	0.121289750650849	4							0.26203966005665724	0.26231328869430853		
5	TrialState.COMPLETE	0.03669440509915014	2020-01-04 20:55:04.601952	2020-01-04 21:23:16.263563	250.0	450.0	51.0	0.020131137452423203	600.0	0.8272748600391358	0.0034968130311614732	0.03669440509915014	0.026779390934844192	0.03182542492917847	16771.727337110482	0.017238956350427943	0.0034968130311614732	0.03669440509915014	0.026779390934844192	0.03182542492917847	16771.71808604816	0.01723895662294267	0.0034968130311614732	0.03669440509915014	0.026779390934844192	0.03182542492917847	16771.736588172804	0.0172389560781513	5	0.037269830028328614	0.036886213408876295								
6	TrialState.COMPLETE	0.0009737960339943342	2020-01-04 21:23:16.264331	2020-01-04 21:45:15.118460	150.0	350.0	31.0	0.07620998318171195	600.0	0.9922645252426119	0.0002213172804532578	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	20116.380931303116	0.0008943627389916311	0.0002213172804532578	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	20091.21299575071	0.000894846498008733	0.0002213172804532578	0.0009737960339943342	0.0005754249291784702	0.0008410056657223796	20141.548866855523	0.0008938852654573601	6	0.0012393767705382436	0.0010623229461756375								
7	TrialState.COMPLETE	0.02018413597733711	2020-01-04 21:45:15.119503	2020-01-04 22:22:51.109677	450.0	350.0	71.0	0.015063172994091123	900.0	0.8893385735485315	0.011287181303116147	0.02018413597733711	0.016156161473087818	0.017439801699716713	18030.465275318697	0.014840196102523318	0.011287181303116147	0.02018413597733711	0.016156161473087818	0.017439801699716713	18030.458657932013	0.014840196175861827	0.011287181303116147	0.02018413597733711	0.016156161473087818	0.017439801699716713	18030.471892705384	0.014840196029206066	7	0.020007082152974504	0.02012511803588291								
8	TrialState.COMPLETE	0.08985481586402266	2020-01-04 22:22:51.110655	2020-01-05 00:05:55.831068	50.0	50.0	81.0	0.027220772975045476	800.0	0.5521380278214986	0.017749645892351274	0.08985481586402266	0.0568342776203966	0.07048217658168084	11193.784650908876	0.044406413064655904	0.017749645892351274	0.08985481586402266	0.0568342776203966	0.07048217658168084	11193.779730288008	0.044406413671558335	0.017749645892351274	0.08985481586402266	0.0568342776203966	0.07048217658168084	11193.789571529745	0.044406412459433685	8							0.08859773371104816	0.08928341488539789		
9	TrialState.COMPLETE	0.030748347497639283	2020-01-05 00:05:55.832034	2020-01-05 01:03:58.487295	150.0	350.0	91.0	0.02718049683867829	500.0	0.9162296139301107	0.003747639282341832	0.030748347497639283	0.02493508026440038	0.027944995278564682	18575.340636803587	0.015850448198472093	0.003747639282341832	0.030748347497639283	0.02493508026440038	0.027944995278564682	18575.332300519356	0.01585044854186275	0.003747639282341832	0.030748347497639283	0.02493508026440038	0.027944995278564682	18575.348973087817	0.01585044785569791	9			0.030630311614730878	0.03070113314447592						
10	TrialState.COMPLETE	0.0018590651558073655	2020-01-05 01:03:58.488316	2020-01-05 01:32:22.868500	450.0	250.0	1.0	0.02930194874370213	1000.0	0.9484582647869102	0.0003098441926345609	0.0018590651558073655	0.001106586402266289	0.00141643059490085	19228.008078080737	0.0011365990293626842	0.0003098441926345609	0.0018590651558073655	0.001106586402266289	0.00141643059490085	19192.26336756374	0.001136672942775631	0.0003098441926345609	0.0018590651558073655	0.001106586402266289	0.00141643059490085	19263.752788597732	0.001136526528028143	10	0.0035410764872521247	0.002419735599622285								
11	TrialState.COMPLETE	0.010667492917847025	2020-01-05 01:32:22.869553	2020-01-05 02:04:13.928667	450.0	250.0	41.0	0.02278834817300471	800.0	0.9167280227706446	0.002788597733711048	0.010667492917847025	0.006462464589235127	0.00823300283286119	18585.275938385268	0.0057510485240039235	0.002788597733711048	0.010667492917847025	0.006462464589235127	0.00823300283286119	18585.269564447593	0.005751048578767356	0.002788597733711048	0.010667492917847025	0.006462464589235127	0.00823300283286119	18585.282312322946	0.005751048469255496	11	0.011597025495750708	0.010977337110481586								
12	TrialState.COMPLETE	0.3941861962400206	2020-01-05 02:04:13.929549	2020-01-05 03:46:14.901387	50.0	350.0	11.0	0.003380772781448635	500.0	0.12821692252840453	0.028183749678083955	0.3941861962400206	0.24856747360288436	0.31985578161215555	2598.5385655421064	0.1618099176098073	0.028183749678083955	0.3941861962400206	0.24856747360288436	0.31985578161215555	2598.5372939737317	0.1618099217434907	0.028183749678083955	0.3941861962400206	0.24856747360288436	0.31985578161215555	2598.5398371104816	0.16180991353858631	12										
13	TrialState.COMPLETE	0.19962137720636305	2020-01-05 03:46:14.902409	2020-01-05 06:05:13.558429	250.0	50.0	21.0	0.004339348565257626	600.0	0.1501411327183423	0.018127587709740683	0.19962137720636305	0.07910220091523208	0.12231695358465897	3043.43681221399	0.07654644344842045	0.018127587709740683	0.19962137720636305	0.07910220091523208	0.12231695358465897	3043.435538788407	0.07654644977284046	0.018127587709740683	0.19962137720636305	0.07910220091523208	0.12231695358465897	3043.438085639573	0.0765464372344264	13										
