number	value	datetime_start	datetime_complete	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.8567415730337079	2020-04-07 19:31:03.505777	2020-04-07 19:39:15.157714	9.247233708302149	64	42	128	0.11746797921687141	0.26217228464419473	0.8567415730337079	0.5397940074906367	0.6830524344569289	5.670880149812734	0.4489711517190768	0.26217228464419473	0.8567415730337079	0.5397940074906367	0.6830524344569289	5.670880149812734	0.4489711517190768	3690568567	550.0	0.26217228464419473	0.8567415730337079	0.5397940074906367	0.6830524344569289	5.670880149812734	0.4489711517190768	0	COMPLETE
1	0.8595505617977528	2020-04-07 19:39:15.177177	2020-04-07 19:41:45.881773	7.92448057290523	128	37	128	0.1161630859830476	0.2532771535580524	0.8595505617977528	0.5323033707865169	0.6764981273408239	5.601123595505618	0.43990443336133944	0.2532771535580524	0.8595505617977528	0.5323033707865169	0.6764981273408239	5.601123595505618	0.43990443336133944	2458003402	250.0	0.2532771535580524	0.8595505617977528	0.5323033707865169	0.6764981273408239	5.601123595505618	0.43990443336133944	1	COMPLETE
2	0.8539325842696629	2020-04-07 19:41:45.899575	2020-04-07 19:43:33.963144	4.366637104649518	256	10	128	0.11639451401043083	0.26264044943820225	0.8539325842696629	0.5224719101123596	0.6568352059925093	5.609550561797753	0.4438852459522746	0.26264044943820225	0.8539325842696629	0.5224719101123596	0.6568352059925093	5.609550561797753	0.4438852459522746	2721433365	200.0	0.26264044943820225	0.8539325842696629	0.5224719101123596	0.6568352059925093	5.609550561797753	0.4438852459522746	2	COMPLETE
3	0.8562734082397003	2020-04-07 19:43:33.975253	2020-04-07 19:46:09.969765	8.519118720420163	128	82	128	0.11548577036014461	0.25608614232209737	0.8562734082397003	0.5365168539325843	0.6601123595505618	5.575842696629214	0.4431902389274599	0.25608614232209737	0.8562734082397003	0.5365168539325843	0.6601123595505618	5.575842696629214	0.4431902389274599	1462961850	250.0	0.25608614232209737	0.8562734082397003	0.5365168539325843	0.6601123595505618	5.575842696629214	0.4431902389274599	3	COMPLETE
4	0.8553370786516854	2020-04-07 19:46:09.986225	2020-04-07 19:47:27.678867	5.173068477454521	64	26	512	0.1185538159484525	0.2298689138576779	0.8553370786516854	0.5102996254681648	0.6582397003745318	5.7200374531835205	0.42112370029355445	0.2298689138576779	0.8553370786516854	0.5102996254681648	0.6582397003745318	5.7200374531835205	0.42112370029355445	2713414303	400.0	0.2298689138576779	0.8553370786516854	0.5102996254681648	0.6582397003745318	5.7200374531835205	0.42112370029355445	4	COMPLETE
5	0.8586142322097379	2020-04-07 19:47:27.691020	2020-04-07 19:49:27.028531	9.288449826935468	256	56	256	0.12199578295140928	0.23174157303370788	0.8586142322097379	0.5112359550561798	0.6605805243445693	5.887640449438202	0.4239032495850544	0.23174157303370788	0.8586142322097379	0.5112359550561798	0.6605805243445693	5.887640449438202	0.4239032495850544	1825484671	300.0	0.23174157303370788	0.8586142322097379	0.5112359550561798	0.6605805243445693	5.887640449438202	0.4239032495850544	5	COMPLETE
6	0.8220973782771536	2020-04-07 19:49:27.040671	2020-04-07 19:50:28.397860	0.7202932255527155	64	42	256	0.12667242772458645	0.26732209737827717	0.8220973782771536	0.5014044943820225	0.6217228464419475	6.098314606741573	0.4344222777187803	0.26732209737827717	0.8220973782771536	0.5014044943820225	0.6217228464419475	6.098314606741573	0.4344222777187803	333010161	200.0	0.26732209737827717	0.8220973782771536	0.5014044943820225	0.6217228464419475	6.098314606741573	0.4344222777187803	6	COMPLETE
7	0.8595505617977528	2020-04-07 19:50:28.410072	2020-04-07 19:52:28.305096	5.526844646181527	64	99	512	0.11759937512479053	0.23127340823970038	0.8595505617977528	0.5009363295880149	0.6526217228464419	5.6732209737827715	0.4190561038032726	0.23127340823970038	0.8595505617977528	0.5009363295880149	0.6526217228464419	5.6732209737827715	0.4190561038032726	2707217884	500.0	0.23127340823970038	0.8595505617977528	0.5009363295880149	0.6526217228464419	5.6732209737827715	0.4190561038032726	7	COMPLETE
8	0.8267790262172284	2020-04-07 19:52:28.317328	2020-04-07 19:54:42.979911	2.2661332754498726	256	89	128	0.12570337201067516	0.2612359550561798	0.8267790262172284	0.49812734082397003	0.6376404494382022	6.048689138576779	0.43294636227989663	0.2612359550561798	0.8267790262172284	0.49812734082397003	0.6376404494382022	6.048689138576779	0.43294636227989663	1692415100	200.0	0.2612359550561798	0.8267790262172284	0.49812734082397003	0.6376404494382022	6.048689138576779	0.43294636227989663	8	COMPLETE
9	0.8548689138576779	2020-04-07 19:54:42.992213	2020-04-07 19:56:54.588092	8.448224311413256	64	38	512	0.12160639297600821	0.22752808988764045	0.8548689138576779	0.4943820224719101	0.648876404494382	5.872659176029963	0.4140278092824864	0.22752808988764045	0.8548689138576779	0.4943820224719101	0.648876404494382	5.872659176029963	0.4140278092824864	698180205	650.0	0.22752808988764045	0.8548689138576779	0.4943820224719101	0.648876404494382	5.872659176029963	0.4140278092824864	9	COMPLETE
