number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.13951310861423222	2020-03-13 13:46:09.247935	2020-03-13 13:47:05.674048	8.462174981431108	0.015173918845961289	256	0.03849712834710581	256	0.0030638026174041864	0.9145181633301833	0.008895131086142321	0.13951310861423222	0.03277153558052434	0.06413857677902622	43.9941479400749	0.059138319092973145	0.008895131086142321	0.13951310861423222	0.03277153558052434	0.06413857677902622	43.9939138576779	0.05913835544117144	1371163330	550	0.008895131086142321	0.13951310861423222	0.03277153558052434	0.06413857677902622	43.99438202247191	0.05913828319351804	0	COMPLETE
1	0.11938202247191011	2020-03-13 13:47:05.692609	2020-03-13 13:47:37.206398	3.0765164286168636	0.01948582912010334	128	0.04648565467248279	128	0.007741393041632635	0.9469500859163367	0.013576779026217229	0.11938202247191011	0.041666666666666664	0.06320224719101124	45.609082397003746	0.06090825541004672	0.013576779026217229	0.11938202247191011	0.041666666666666664	0.06320224719101124	45.609082397003746	0.06090825541004672	1643555951	250	0.013576779026217229	0.11938202247191011	0.041666666666666664	0.06320224719101124	45.609082397003746	0.06090825541004672	1	COMPLETE
2	0.12406367041198502	2020-03-13 13:47:37.217212	2020-03-13 13:47:58.668211	5.768544614635729	0.040239444990328194	64	0.0010393975205489664	256	0.014326470859995236	0.9530203164858597	0.014044943820224719	0.12406367041198502	0.037921348314606744	0.06367041198501873	46.02387640449438	0.06111002318433844	0.014044943820224719	0.12406367041198502	0.037921348314606744	0.06367041198501873	46.02387640449438	0.06111002318433844	1898515671	250	0.014044943820224719	0.12406367041198502	0.037921348314606744	0.06367041198501873	46.02387640449438	0.06111002318433844	2	COMPLETE
3	0.11844569288389513	2020-03-13 13:47:58.681760	2020-03-13 13:48:21.247414	2.2213418459009278	0.03333318897352931	128	0.06694334577645905	128	0.005233634943924376	0.952728819775252	0.013576779026217229	0.11844569288389513	0.03604868913857678	0.0599250936329588	45.80758426966292	0.057940304579124885	0.013576779026217229	0.11844569288389513	0.03604868913857678	0.0599250936329588	45.80758426966292	0.057940304579124885	2931892535	200	0.013576779026217229	0.11844569288389513	0.03604868913857678	0.0599250936329588	45.80758426966292	0.057940304579124885	3	COMPLETE
4	0.10580524344569288	2020-03-13 13:48:21.259369	2020-03-13 13:48:36.853321	7.6623789028368146	0.020969698538109	256	0.0038485810248243494	512	0.08497176765571553	0.9646255372515932	0.007958801498127341	0.10580524344569288	0.03089887640449438	0.05337078651685393	46.514044943820224	0.05362521228987241	0.007958801498127341	0.10580524344569288	0.03089887640449438	0.05337078651685393	46.514044943820224	0.05362521228987241	372664891	200	0.007958801498127341	0.10580524344569288	0.03089887640449438	0.05337078651685393	46.514044943820224	0.05362521228987241	4	COMPLETE
5	0.1203183520599251	2020-03-13 13:48:36.865416	2020-03-13 13:49:14.195602	8.519141122545234	0.011160650460840279	64	0.005523732626551452	128	0.02660756963452708	0.9661459797245106	0.013108614232209739	0.1203183520599251	0.039794007490636704	0.06413857677902622	46.550561797752806	0.06038325252729049	0.013108614232209739	0.1203183520599251	0.039794007490636704	0.06413857677902622	46.550561797752806	0.06038325252729049	3286500602	300	0.013108614232209739	0.1203183520599251	0.039794007490636704	0.06413857677902622	46.550561797752806	0.06038325252729049	5	COMPLETE
6	0.11189138576779026	2020-03-13 13:49:14.207436	2020-03-13 13:49:29.383929	7.70559693466848	0.017646885612602508	128	0.038292692265695295	512	0.097738907379768	0.9474484383561108	0.010767790262172285	0.11189138576779026	0.037921348314606744	0.062265917602996254	45.64255617977528	0.05795607541653503	0.010767790262172285	0.11189138576779026	0.037921348314606744	0.062265917602996254	45.642322097378276	0.057956124229463196	903390892	200	0.010767790262172285	0.11189138576779026	0.037921348314606744	0.062265917602996254	45.642790262172284	0.057956027300934417	6	COMPLETE
7	0.11095505617977527	2020-03-13 13:49:29.395969	2020-03-13 13:49:40.634763	6.748587135010238	0.08450713174466491	256	0.011115707654938297	256	0.8032624600389214	0.997104351807295	0.012172284644194757	0.11095505617977527	0.04681647940074907	0.06788389513108614	48.202715355805246	0.05994346911044455	0.012172284644194757	0.11095505617977527	0.04681647940074907	0.06788389513108614	48.202715355805246	0.05994346911044455	2243247854	150	0.012172284644194757	0.11095505617977527	0.04681647940074907	0.06788389513108614	48.202715355805246	0.05994346911044455	7	COMPLETE
8	0.1451310861423221	2020-03-13 13:49:40.645419	2020-03-13 13:50:29.350916	2.983579757651232	0.05773924884876066	256	0.0039741394668385	256	0.009418728262793342	0.9304499712716858	0.01638576779026217	0.1451310861423221	0.04541198501872659	0.08052434456928839	44.808052434456926	0.06839862222146723	0.01638576779026217	0.1451310861423221	0.04541198501872659	0.08052434456928839	44.808052434456926	0.06839862222146723	3978334611	500	0.01638576779026217	0.1451310861423221	0.04541198501872659	0.08052434456928839	44.808052434456926	0.06839862222146723	8	COMPLETE
9	0.12125468164794008	2020-03-13 13:50:29.367201	2020-03-13 13:50:45.266579	1.9794619491607635	0.011483597183900787	64	0.04319818144318976	256	0.016794836047349694	0.966194563134563	0.01544943820224719	0.12125468164794008	0.04073033707865169	0.06320224719101124	46.635299625468164	0.06191918814891601	0.01544943820224719	0.12125468164794008	0.04073033707865169	0.06320224719101124	46.635299625468164	0.06191918814891601	365244236	200	0.01544943820224719	0.12125468164794008	0.04073033707865169	0.06320224719101124	46.635299625468164	0.06191918814891601	9	COMPLETE
