number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.4019121813031161	2020-04-02 17:23:36.018953	2020-04-02 18:35:59.143685	0.8261640516800275	13.748647749457334	64	1	82	0.049808013929037005	256	0.4458271138939455	0.000708215297450425	0.4019121813031161	0.2836402266288952	0.3604815864022663	9033.451752832862	0.15165966925078211	0.000708215297450425	0.4019121813031161	0.2836402266288952	0.3604815864022663	9033.450601983002	0.15165966940704154	3389459563		0.000708215297450425	0.4019121813031161	0.2836402266288952	0.3604815864022663	9033.452903682719	0.15165966909464593	0	COMPLETE
1	0.006728045325779037	2020-04-02 18:35:59.203890	2020-04-02 18:47:27.905781	0.5796938541447871	9.09077433375623	128	2	43	0.03318981412754942	256	0.6486276077176489	0.000708215297450425	0.006728045325779037	0.001593484419263456	0.0026558073654390935	13145.78328611898	0.0040359710240124745	0.000708215297450425	0.006728045325779037	0.001593484419263456	0.0026558073654390935	13145.77514164306	0.004035971197739689	1116927502	200.0	0.000708215297450425	0.006728045325779037	0.001593484419263456	0.0026558073654390935	13145.791430594902	0.004035970850385853	1	COMPLETE
2	0.010977337110481586	2020-04-02 18:47:27.948119	2020-04-02 18:55:38.564969	0.32000350901807656	21.76211296299756	256	1	38	0.008456359249407174	512	0.6173179626868116	0.000708215297450425	0.010977337110481586	0.002478753541076487	0.0047804532577903685	12510.919617563739	0.004958483140874051	0.000708215297450425	0.010977337110481586	0.002478753541076487	0.0047804532577903685	12510.914305949009	0.00495848328143264	82675983	200.0	0.000708215297450425	0.010977337110481586	0.002478753541076487	0.0047804532577903685	12510.92492917847	0.004958483000405487	2	COMPLETE
3	0.016111898016997167	2020-04-02 18:55:38.603210	2020-04-02 19:21:48.941162	0.9017991068388408	13.1994259565939	256	2	51	0.0016450745182209157	128	0.8355629670422902	0.000708215297450425	0.016111898016997167	0.003895184135977337	0.00796742209631728	16938.19962818697	0.005803412465681896	0.000708215297450425	0.016111898016997167	0.003895184135977337	0.00796742209631728	16938.181480169973	0.005803413225082703	1943760292	250.0	0.000708215297450425	0.016111898016997167	0.003895184135977337	0.00796742209631728	16938.217776203965	0.0058034117070764665	3	COMPLETE
4	0.015757790368271955	2020-04-02 19:21:48.979134	2020-04-02 19:47:32.861197	0.7813316972978883	3.5052966074138467	256	1	60	0.0015021570095050585	128	0.8128704845567036	0.000708215297450425	0.015757790368271955	0.003718130311614731	0.009029745042492918	16477.896246458924	0.0059135359798482235	0.000708215297450425	0.015757790368271955	0.003718130311614731	0.009029745042492918	16477.887039660058	0.005913536067049287	2859159268	250.0	0.000708215297450425	0.015757790368271955	0.003718130311614731	0.009029745042492918	16477.90545325779	0.005913535892668711	4	COMPLETE
5	0.015226628895184136	2020-04-02 19:47:32.908497	2020-04-02 20:06:07.475065	0.4444852564383322	1.2587311525782592	128	2	45	0.005488389617741656	128	0.8130463073092761	0.000708215297450425	0.015226628895184136	0.0047804532577903685	0.006905099150141643	16481.1257082153	0.005828966010763388	0.000708215297450425	0.015226628895184136	0.0047804532577903685	0.006905099150141643	16481.112252124647	0.005828966405196633	1618559367	200.0	0.000708215297450425	0.015226628895184136	0.0047804532577903685	0.006905099150141643	16481.13916430595	0.005828965616587194	5	COMPLETE
6	0.0010623229461756375	2020-04-02 20:06:07.520891	2020-04-02 20:16:46.038148	0.9392397748803528	13.734093435569578	64	1	3	0.0010131313582613414	128	0.9643369775576889	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19550.044440509915	0.0010409355266499836	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19550.037181303116	0.0010409356121554834	573107306	150.0	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0010623229461756375	19550.051699716714	0.0010409354411822925	6	COMPLETE
7	0.007613314447592068	2020-04-02 20:16:46.091492	2020-04-02 20:25:27.537909	0.44115138333592524	17.90529425646262	256	2	99	0.01582447175100607	512	0.7433967657441146	0.000708215297450425	0.007613314447592068	0.0028328611898017	0.003186968838526912	15068.87340651558	0.003774101218356039	0.000708215297450425	0.007613314447592068	0.0028328611898017	0.003186968838526912	15068.854992917846	0.0037741083146188084	713915739	200.0	0.000708215297450425	0.007613314447592068	0.0028328611898017	0.003186968838526912	15068.891820113315	0.0037740941812192718	7	COMPLETE
8	0.0010623229461756375	2020-04-02 20:25:27.594264	2020-04-02 20:37:30.337716	0.8165175271575721	26.714058944445323	64	1	95	0.0011282357348103736	128	0.9766574180257328	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19800.03443696884	0.0010484781653815303	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19800.02921388102	0.0010484782227450293	3577047852	150.0	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19800.039660056656	0.001048478108039703	8	COMPLETE
9	0.006196883852691218	2020-04-02 20:37:30.376596	2020-04-02 20:55:43.190050	0.3283934763416254	9.695314228767227	128	1	85	0.011752659142661812	128	0.6795860835770711	0.000708215297450425	0.006196883852691218	0.002478753541076487	0.0035410764872521247	13773.864642351275	0.003909608125704399	0.000708215297450425	0.006196883852691218	0.002478753541076487	0.0035410764872521247	13773.856763456091	0.003909608716144469	3331805656	200.0	0.000708215297450425	0.006196883852691218	0.002478753541076487	0.0035410764872521247	13773.87252124646	0.003909607535895239	9	COMPLETE
10	0.000708215297450425	2020-04-02 20:55:43.233363	2020-04-02 21:08:11.687206	0.30241103990691476	24.650039804262367	128	2	18	0.001162078929486337	128	0.9891909765750433	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20054.05559490085	0.0009199583902078324	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20054.041961756375	0.0009199585966500685	2211607086	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	20054.069228045326	0.0009199581838575778	10	COMPLETE
11	0.0010623229461756375	2020-04-02 21:08:11.725702	2020-04-02 21:20:30.578104	0.9053514489410341	29.21814874933453	64	2	95	0.0068107077490039665	128	1.0307075576553146	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20896.213349858357	0.0009546609684184611	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20896.200779036826	0.0009546611378932436	4046600697	150.0	0.000708215297450425	0.0010623229461756375	0.000708215297450425	0.0008852691218130312	20896.225920679888	0.0009546607990342387	11	COMPLETE
12	0.008852691218130312	2020-04-02 21:20:30.620480	2020-04-02 21:39:02.189593	0.8928863391225018	10.123773588566717	128	2	27	0.02102081936463577	128	0.6494875353952261	0.000708215297450425	0.008852691218130312	0.001593484419263456	0.003718130311614731	13163.561614730877	0.004364132509144307	0.000708215297450425	0.008852691218130312	0.001593484419263456	0.003718130311614731	13163.55435552408	0.004364132590927657	3660644401	200.0	0.000708215297450425	0.008852691218130312	0.001593484419263456	0.003718130311614731	13163.568873937676	0.004364132427381215	12	COMPLETE
13	0.002301699716713881	2020-04-02 21:39:02.229635	2020-04-02 21:44:10.337410	0.3989735511988147	8.338352540573553	64	1	20	0.0155202850979088	512	0.7918699822034552	0.000708215297450425	0.002301699716713881	0.0010623229461756375	0.0010623229461756375	16051.501416430596	0.0019016760344916445	0.000708215297450425	0.002301699716713881	0.0010623229461756375	0.0010623229461756375	16051.496458923513	0.00190167613788657	1378952262	150.0	0.000708215297450425	0.002301699716713881	0.0010623229461756375	0.0010623229461756375	16051.506373937676	0.0019016759311555993	13	COMPLETE
14	0.0010623229461756375	2020-04-02 21:44:10.377848	2020-04-02 21:54:48.114563	0.2112320863466863	3.8699266511148234	64	1	2	0.001400201846922276	128	0.9482388892479436	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19223.360570113313	0.0010645538060638999	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19223.35552407932	0.0010645538403915582	2851526569	150.0	0.000708215297450425	0.0010623229461756375	0.0008852691218130312	0.0008852691218130312	19223.365616147308	0.0010645537717423818	14	COMPLETE
15	0.000708215297450425	2020-04-02 21:54:48.157448	2020-04-02 22:02:25.776823	0.2520716783881699	21.910774972953195	64	2	95	0.00522707183676422	256	0.9411300851209157	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19079.520184135978	0.0010041533523024693	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19079.509560906514	0.001004153524251427	1963288782	150.0	0.000708215297450425	0.000708215297450425	0.000708215297450425	0.000708215297450425	19079.530807365438	0.0010041531804584444	15	COMPLETE
16	0.0028328611898017	2020-04-02 22:02:25.821934	2020-04-02 22:10:46.852134	0.43826075964078076	17.79245010305217	256	2	86	0.05906588562140856	256	0.6191424921238244	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.002124645892351275	12548.6838703966	0.002092554616290086	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.002124645892351275	12548.671211048159	0.002092556007602668	1081056995	150.0	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.002124645892351275	12548.696529745042	0.00209255322751778	16	COMPLETE
17	0.0028328611898017	2020-04-02 22:10:46.906063	2020-04-02 22:15:54.478739	0.516244170216945	29.067671472560352	64	1	16	0.03595520579426822	512	0.677900267163643	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.001593484419263456	13739.706002124645	0.002227846538937095	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.001593484419263456	13739.702726628895	0.0022278465683046706	901856798	150.0	0.000708215297450425	0.0028328611898017	0.0012393767705382436	0.001593484419263456	13739.709277620397	0.0022278465095757864	17	COMPLETE
18	0.014695467422096316	2020-04-02 22:15:54.539972	2020-04-02 22:35:51.723805	0.9413698185656002	12.213498944613157	256	2	98	0.008601391552341771	128	0.6833334564801192	0.000708215297450425	0.014695467422096316	0.003186968838526912	0.006905099150141643	13850.02151203966	0.005818669026338036	0.000708215297450425	0.014695467422096316	0.003186968838526912	0.006905099150141643	13850.005488668556	0.005818669443957359	617091497	200.0	0.000708215297450425	0.014695467422096316	0.003186968838526912	0.006905099150141643	13850.037535410765	0.0058186686090246345	18	COMPLETE
