number	value	datetime_start	datetime_complete	params_model.embedding_dim	params_model.scoring_fct_norm	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.011508498583569405	2020-04-03 23:25:00.734633	2020-04-03 23:32:15.393277	256	1	58	0.00570099970587152	128	0.7326821812621926	0.000708215297450425	0.011508498583569405	0.004957507082152974	0.007259206798866855	14850.600478045326	0.00545048689412682	0.000708215297450425	0.011508498583569405	0.004957507082152974	0.007259206798866855	14850.595254957507	0.005450486974625962	872856990	150	0.000708215297450425	0.011508498583569405	0.004957507082152974	0.007259206798866855	14850.605701133145	0.0054504868136499495	0	COMPLETE
1	0.021954674220963172	2020-04-03 23:32:15.452650	2020-04-03 23:35:19.876863	256	2	13	0.09496318129476326	512	0.885465020909095	0.00424929178470255	0.021954674220963172	0.011154390934844192	0.01504957507082153	17950.61003895184	0.010488187961049118	0.00424929178470255	0.021954674220963172	0.011154390934844192	0.01504957507082153	17950.60180594901	0.010488196928329498	1475621696	150	0.00424929178470255	0.021954674220963172	0.011154390934844192	0.01504957507082153	17950.618271954674	0.01048817908107373	1	COMPLETE
2	0.025495750708215296	2020-04-03 23:35:19.934998	2020-04-03 23:42:10.714307	128	1	20	0.019583970208227323	128	1.0415916950396795	0.000708215297450425	0.025495750708215296	0.022308781869688384	0.023371104815864022	21116.63464943343	0.012295374925361586	0.000708215297450425	0.025495750708215296	0.022308781869688384	0.023371104815864022	21116.627124645893	0.01229537514954658	1494019519	150	0.000708215297450425	0.025495750708215296	0.022308781869688384	0.023371104815864022	21116.642174220964	0.012295374701353843	2	COMPLETE
3	0.018059490084985835	2020-04-03 23:42:10.762599	2020-04-03 23:49:04.494790	64	2	60	0.07073098110829266	128	0.9089726572259725	0.004603399433427762	0.018059490084985835	0.008675637393767706	0.011685552407932011	18426.933781869688	0.009736560466635773	0.004603399433427762	0.018059490084985835	0.008675637393767706	0.011685552407932011	18426.91519121813	0.009736567633743459	592021307	150	0.004603399433427762	0.018059490084985835	0.008675637393767706	0.011685552407932011	18426.952372521246	0.009736553354279228	3	COMPLETE
4	0.07365439093484419	2020-04-03 23:49:04.544263	2020-04-03 23:51:41.430317	64	2	1	0.027374479612433913	512	0.30404625070679825	0.002478753541076487	0.07365439093484419	0.04603399433427762	0.056303116147308784	6163.961313739377	0.03071401433977448	0.002478753541076487	0.07365439093484419	0.04603399433427762	0.056303116147308784	6163.958923512748	0.030714014757113335	1360977378	150	0.002478753541076487	0.07365439093484419	0.04603399433427762	0.056303116147308784	6163.963703966006	0.03071401392299481	4	COMPLETE
5	0.14996458923512748	2020-04-03 23:51:41.491846	2020-04-03 23:55:57.544152	128	2	9	0.009383169744119405	512	0.22473073537583682	0.05081444759206799	0.14996458923512748	0.090828611898017	0.11278328611898017	4555.095166430595	0.08507667744484941	0.05081444759206799	0.14996458923512748	0.090828611898017	0.11278328611898017	4555.091890934844	0.08507667855059553	2018320450	200	0.05081444759206799	0.14996458923512748	0.090828611898017	0.11278328611898017	4555.098441926346	0.08507667634094616	5	COMPLETE
6	0.026912181303116147	2020-04-03 23:55:57.606535	2020-04-04 00:00:42.018853	256	2	51	0.03706304613372344	512	0.8362345567026123	0.0060198300283286115	0.026912181303116147	0.012747875354107648	0.01682011331444759	16952.836313739375	0.013405846506770415	0.0060198300283286115	0.026912181303116147	0.012747875354107648	0.01682011331444759	16952.824362606232	0.013405847050590688	551138143	200	0.0060198300283286115	0.026912181303116147	0.012747875354107648	0.01682011331444759	16952.848264872522	0.013405845963762321	6	COMPLETE
7	0.215828611898017	2020-04-04 00:00:42.056760	2020-04-04 00:07:01.537469	128	2	24	0.001232348297290593	256	0.38618191025490356	0.024256373937677055	0.215828611898017	0.08126770538243626	0.13385269121813032	7826.254426345609	0.08025157180931988	0.024256373937677055	0.215828611898017	0.08126770538243626	0.13385269121813032	7826.251062322946	0.08025287397642039	4100617612	200	0.024256373937677055	0.215828611898017	0.08126770538243626	0.13385269121813032	7826.257790368272	0.0802504142944122	7	COMPLETE
8	0.025672804532577902	2020-04-04 00:07:01.611111	2020-04-04 00:09:57.951902	128	1	42	0.09359814003923152	512	1.0931973203778527	0.000708215297450425	0.025672804532577902	0.020892351274787536	0.022485835694050993	22163.1875	0.011709839562108852	0.000708215297450425	0.025672804532577902	0.020892351274787536	0.022485835694050993	22163.180771954674	0.01170983959658743	2244672036	150	0.000708215297450425	0.025672804532577902	0.020892351274787536	0.022485835694050993	22163.194228045326	0.011709839527634528	8	COMPLETE
9	0.037535410764872525	2020-04-04 00:09:58.001276	2020-04-04 00:20:22.566688	128	2	51	0.012065178359501811	128	0.7164665794384636	0.008852691218130312	0.037535410764872525	0.020892351274787536	0.02673512747875354	14524.416342067989	0.019064096491330416	0.008852691218130312	0.037535410764872525	0.020892351274787536	0.02673512747875354	14524.401912181303	0.019064096791383385	3530183658	200	0.008852691218130312	0.037535410764872525	0.020892351274787536	0.02673512747875354	14524.430771954674	0.019064096191448242	9	COMPLETE
10	0.03186968838526912	2020-04-04 00:20:22.616791	2020-04-04 00:25:05.265862	256	2	48	0.025115737888539047	512	0.7898064141313194	0.006373937677053824	0.03186968838526912	0.01504957507082153	0.02018413597733711	16011.466802407933	0.014858107323934128	0.006373937677053824	0.03186968838526912	0.01504957507082153	0.02018413597733711	16011.455559490085	0.014858107548000026	4189238517	200	0.006373937677053824	0.03186968838526912	0.01504957507082153	0.02018413597733711	16011.478045325779	0.014858107099998318	10	COMPLETE
11	0.04514872521246459	2020-04-04 00:25:05.304687	2020-04-04 00:31:44.498201	64	1	15	0.005691503630417457	128	0.20069514679371822	0.0008852691218130312	0.04514872521246459	0.01823654390934844	0.02762039660056657	4067.940067280453	0.017938923227382934	0.0008852691218130312	0.04514872521246459	0.01823654390934844	0.02762039660056657	4067.9385623229464	0.01793892327140016	1623785747	150	0.0008852691218130312	0.04514872521246459	0.01823654390934844	0.02762039660056657	4067.9415722379604	0.01793892318337963	11	COMPLETE
12	0.10038951841359774	2020-04-04 00:31:44.538234	2020-04-04 00:37:59.440906	64	2	32	0.0029784259723580914	256	0.399632989845495	0.01646600566572238	0.10038951841359774	0.04355524079320113	0.061260623229461755	8098.777708923512	0.04498497979300197	0.01646600566572238	0.10038951841359774	0.04355524079320113	0.061260623229461755	8098.774964589235	0.044985007852518216	1196729918	200	0.01646600566572238	0.10038951841359774	0.04355524079320113	0.061260623229461755	8098.78045325779	0.044984952202123805	12	COMPLETE
13	0.05789660056657224	2020-04-04 00:37:59.481861	2020-04-04 00:42:23.545049	128	1	73	0.008447935555222812	512	0.30344831992852306	0.000708215297450425	0.05789660056657224	0.028859773371104815	0.040191218130311616	6151.081533286119	0.022617973768461964	0.000708215297450425	0.05789660056657224	0.028859773371104815	0.040191218130311616	6151.080205382436	0.022617973928972152	1074157035	200	0.000708215297450425	0.05789660056657224	0.028859773371104815	0.040191218130311616	6151.082861189801	0.022617973608079607	13	COMPLETE
14	0.22007790368271954	2020-04-04 00:42:23.588442	2020-04-04 00:52:36.438974	128	1	78	0.0022098507399225128	128	0.06955076382923552	0.003895184135977337	0.22007790368271954	0.09773371104815864	0.14677762039660056	1409.5778151558075	0.07794262911384382	0.003895184135977337	0.22007790368271954	0.09773371104815864	0.14677762039660056	1409.5773725212464	0.07794263148787847	1249498547	200	0.003895184135977337	0.22007790368271954	0.09773371104815864	0.14677762039660056	1409.5782577903683	0.07794262675202858	14	COMPLETE
15	0.06196883852691218	2020-04-04 00:52:36.499756	2020-04-04 00:59:01.553948	128	2	77	0.007791380120364341	256	0.47544191810811365	0.018059490084985835	0.06196883852691218	0.032223796033994334	0.043909348441926344	9637.069670679886	0.03300824330447822	0.018059490084985835	0.06196883852691218	0.032223796033994334	0.043909348441926344	9637.055240793201	0.03300874885742865	3844099481	200	0.018059490084985835	0.06196883852691218	0.032223796033994334	0.043909348441926344	9637.084100566572	0.03300777378315325	15	COMPLETE
16	0.21689093484419264	2020-04-04 00:59:01.597195	2020-04-04 01:09:14.219243	128	1	80	0.0023243858678054846	128	0.0707314002042846	0.004072237960339943	0.21689093484419264	0.096671388101983	0.14660056657223797	1433.445910056657	0.07586217361290831	0.004072237960339943	0.21689093484419264	0.096671388101983	0.14660056657223797	1433.4454674220963	0.07586218609217403	3434453817	200	0.004072237960339943	0.21689093484419264	0.096671388101983	0.14660056657223797	1433.4463526912182	0.075862161275801	16	COMPLETE
17	0.3548158640226629	2020-04-04 01:09:14.259177	2020-04-04 01:15:19.480744	64	1	25	0.0021426911644689085	256	0.05934712025563187	0.006728045325779037	0.3548158640226629	0.18271954674220964	0.25619688385269124	1202.8503009915014	0.12491434037404794	0.006728045325779037	0.3548158640226629	0.18271954674220964	0.25619688385269124	1202.8500354107648	0.12491434039785024	4086565847	200	0.006728045325779037	0.3548158640226629	0.18271954674220964	0.25619688385269124	1202.850566572238	0.12491434035025745	17	COMPLETE
18	0.0626770538243626	2020-04-04 01:15:19.543986	2020-04-04 01:20:55.285759	64	2	63	0.003178972778746851	512	0.45172888150386376	0.013810198300283285	0.0626770538243626	0.03098441926345609	0.039660056657223795	9154.665545325779	0.03125432266754598	0.013810198300283285	0.0626770538243626	0.03098441926345609	0.039660056657223795	9154.657577903683	0.03125433822971513	2768774270	250	0.013810198300283285	0.0626770538243626	0.03098441926345609	0.039660056657223795	9154.673512747875	0.03125430721600152	18	COMPLETE
19	0.0483356940509915	2020-04-04 01:20:55.331079	2020-04-04 01:28:12.849646	256	1	71	0.06899950430981304	128	1.1112124418979523	0.000708215297450425	0.0483356940509915	0.0426699716713881	0.04461756373937677	22528.378629603398	0.02256090166454334	0.000708215297450425	0.0483356940509915	0.0426699716713881	0.04461756373937677	22528.365970254956	0.022560901838636134	3179977518	150	0.000708215297450425	0.0483356940509915	0.0426699716713881	0.04461756373937677	22528.39128895184	0.022560901490565766	19	COMPLETE
20	0.06444759206798867	2020-04-04 01:28:12.888372	2020-04-04 01:35:08.090864	64	2	53	0.00396541863273106	512	0.44940913619260275	0.011685552407932011	0.06444759206798867	0.029390934844192633	0.04125354107648725	9107.84534348442	0.029790623915506877	0.011685552407932011	0.06444759206798867	0.029390934844192633	0.04125354107648725	9107.839589235127	0.029790625153416187	2017699935	300	0.011685552407932011	0.06444759206798867	0.029390934844192633	0.04125354107648725	9107.851097733712	0.02979062267924162	20	COMPLETE
21	0.0056657223796034	2020-04-04 01:35:08.135738	2020-04-04 01:45:03.949707	64	1	31	0.0145023551696663	128	0.8364680428989768	0.000708215297450425	0.0056657223796034	0.0035410764872521247	0.00424929178470255	16955.882436260625	0.0031256403610187213	0.000708215297450425	0.0056657223796034	0.0035410764872521247	0.00424929178470255	16955.876062322946	0.0031256405261535633	2237375388	200	0.000708215297450425	0.0056657223796034	0.0035410764872521247	0.00424929178470255	16955.8888101983	0.003125640196004735	21	COMPLETE
22	0.023548158640226628	2020-04-04 01:45:03.988573	2020-04-04 01:54:52.117062	64	1	11	0.04191328064691194	128	1.0734531775023535	0.000708215297450425	0.023548158640226628	0.018944759206798868	0.021246458923512748	21762.842687677054	0.010954759954371434	0.000708215297450425	0.023548158640226628	0.018944759206798868	0.021246458923512748	21762.836225212464	0.010954760023043703	2900992322	200	0.000708215297450425	0.023548158640226628	0.018944759206798868	0.021246458923512748	21762.849150141643	0.010954759885718141	22	COMPLETE
23	0.07861189801699717	2020-04-04 01:54:52.157072	2020-04-04 02:00:27.296182	64	2	47	0.0025452169114220553	512	0.4418120374066064	0.016643059490084985	0.07861189801699717	0.03806657223796034	0.0511685552407932	8953.538686260623	0.0387111969936216	0.016643059490084985	0.07861189801699717	0.03806657223796034	0.0511685552407932	8953.532577903683	0.03871120080658941	1710141138	250	0.016643059490084985	0.07861189801699717	0.03806657223796034	0.0511685552407932	8953.544794617565	0.03871119319609383	23	COMPLETE
