number	state	value	datetime_start	datetime_complete	params	params	params	params	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	user_attrs	system_attrs	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values	intermediate_values
					model.embedding_dim	negative_sampler.num_negs_per_pos	optimizer.lr	training.num_epochs	avg.adjusted_mean_rank	avg.hits_at_1	avg.hits_at_10	avg.hits_at_3	avg.hits_at_5	avg.mean_rank	avg.mean_reciprocal_rank	best.hits_at_1	best.hits_at_10	best.hits_at_3	best.hits_at_5	best.mean_rank	best.mean_reciprocal_rank	worst.hits_at_1	worst.hits_at_10	worst.hits_at_3	worst.hits_at_5	worst.mean_rank	worst.mean_reciprocal_rank	_number	51	101	151	201	251	301	401	451	501	551	601	651	751	801
0	TrialState.COMPLETE	0.2663268919465803	2019-12-29 11:22:23.111384	2019-12-29 13:36:51.178475	350.0	21.0	0.011113579181409955	1200.0	0.09656366672456457	0.09739225010117361	0.2663268919465803	0.16903581545932822	0.2081394172399838	1957.007347733711	0.15468445052780447	0.09739225010117361	0.2663268919465803	0.16903581545932822	0.208152063941724	1957.0068292189396	0.1546846845318436	0.09739225010117361	0.2663268919465803	0.16903581545932822	0.2081394172399838	1957.0078662484823	0.1546842549182403	0										0.2647692398489141	0.2656079755938113			
1	TrialState.COMPLETE	0.3044637236386528	2019-12-29 13:36:51.179303	2019-12-29 16:33:24.496439	450.0	1.0	0.0012385406000205372	2000.0	0.10089254669116517	0.11452431539187913	0.3044637236386528	0.1992544066729619	0.2438916430594901	2044.9848077982374	0.17849043624158326	0.11453415171545483	0.3044637236386528	0.1992544066729619	0.2438916430594901	2044.9845077903683	0.1784937163256153	0.11452431539187913	0.3044637236386528	0.1992544066729619	0.2438916430594901	2044.9851078061065	0.1784887955577455	1													0.30365837464589235	0.3040847358773538
2	TrialState.COMPLETE	0.00624114730878187	2019-12-29 16:33:24.497407	2019-12-29 17:17:01.474671	450.0	71.0	0.058102982167950255	800.0	0.7818546973057258	0.0012393767705382436	0.00624114730878187	0.002700070821529745	0.003585339943342776	15848.000774610482	0.0033382282882286	0.0012393767705382436	0.00624114730878187	0.002700070821529745	0.003585339943342776	15847.99752124646	0.0033382284674530766	0.0012393767705382436	0.00624114730878187	0.002700070821529745	0.003585339943342776	15848.004027974504	0.003338228109209508	2	0.005046033994334277	0.005842776203966006												
3	TrialState.COMPLETE	0.0026558073654390935	2019-12-29 17:17:01.475632	2019-12-29 17:49:39.136189	350.0	61.0	0.09252301189286632	1500.0	0.769868499104926	0.0003541076487252125	0.0026558073654390935	0.0009737960339943342	0.0013279036827195468	15604.959941572239	0.00156296379822381	0.0003541076487252125	0.0026558073654390935	0.0009737960339943342	0.0013279036827195468	15604.956489022663	0.0015629645238539542	0.0003541076487252125	0.0026558073654390935	0.0009737960339943342	0.0013279036827195468	15604.963394121813	0.0015629630737881129	3	0.003895184135977337	0.003068932955618508												
4	TrialState.COMPLETE	0.037535410764872525	2019-12-29 17:49:39.137141	2019-12-29 18:35:53.600564	350.0	1.0	0.010347789028600122	800.0	0.36456605715210966	0.009586199919061109	0.037535410764872525	0.02008296236341562	0.025647511129097533	7389.98314194658	0.02008300246864611	0.009586199919061109	0.037535410764872525	0.02008296236341562	0.025647511129097533	7389.981434641845	0.02008307792980229	0.009586199919061109	0.037535410764872525	0.02008296236341562	0.025647511129097533	7389.984849251316	0.020082932204407405	4				0.03668555240793201	0.037181303116147306									
5	TrialState.COMPLETE	0.17013397072710104	2019-12-29 18:35:53.601341	2019-12-29 19:31:07.865260	150.0	1.0	0.005890821599914834	1400.0	0.12799355556524103	0.05386862606232295	0.17013397072710104	0.0997108120868744	0.12578198772426818	2594.1984773371105	0.0938164769635169	0.05386862606232295	0.17013397072710104	0.0997108120868744	0.12578198772426818	2594.1980347025496	0.09381648182276504	0.05386862606232295	0.17013397072710104	0.0997108120868744	0.12578198772426818	2594.1989199716713	0.0938164721846959	5								0.16910410764872522	0.16966585114602112					
6	TrialState.COMPLETE	0.012677053824362607	2019-12-29 19:31:07.865992	2019-12-29 20:12:25.760696	350.0	41.0	0.042716941034912186	2000.0	0.7118450939342037	0.0025141643059490085	0.012677053824362607	0.006126062322946176	0.00825070821529745	14428.781055240794	0.006558325375773339	0.0025141643059490085	0.012677053824362607	0.006126062322946176	0.00825070821529745	14428.778364022663	0.006558337192191749	0.0025141643059490085	0.012677053824362607	0.006126062322946176	0.00825070821529745	14428.783746458923	0.0065583138472374205	6		0.011685552407932011	0.012305240793201134											
7	TrialState.COMPLETE	0.06429266997167139	2019-12-29 20:12:25.761429	2019-12-29 20:57:55.854445	150.0	51.0	0.03416531283038183	1800.0	0.22655164656225768	0.01788243626062323	0.06429266997167139	0.032577903682719546	0.04408640226628895	4591.860536915722	0.03466350350743081	0.01788243626062323	0.06429266997167139	0.032577903682719546	0.04408640226628895	4591.859552053825	0.03466350764295625	0.01788243626062323	0.06429266997167139	0.032577903682719546	0.04408640226628895	4591.8615217776205	0.03466349940749285	7					0.06353281397544853	0.0639670174018616								
8	TrialState.COMPLETE	0.16297804532577903	2019-12-29 20:57:55.855257	2019-12-29 21:50:14.633812	50.0	1.0	0.00877516437337441	800.0	0.11947092568196034	0.046830736543909346	0.16297804532577903	0.09098037231889923	0.11847430190206394	2421.5236303622014	0.08698157588440258	0.046830736543909346	0.16297804532577903	0.09098037231889923	0.11847430190206394	2421.523219344395	0.08698157778539636	0.046830736543909346	0.16297804532577903	0.09098037231889923	0.11847430190206394	2421.524041380008	0.08698157400148301	8										0.16195998583569404	0.1625081717149706			
9	TrialState.COMPLETE	0.42972143531633616	2019-12-29 21:50:14.634665	2019-12-30 01:23:11.953897	450.0	31.0	0.0025322757120977476	700.0	0.08625746103469538	0.19606940509915013	0.42972143531633616	0.3120278564683664	0.3637157695939566	1748.2565864022663	0.276341233663664	0.19606940509915013	0.42972143531633616	0.3120278564683664	0.3637157695939566	1748.2562322946176	0.2763412337126951	0.19606940509915013	0.42972143531633616	0.3120278564683664	0.3637157695939566	1748.256940509915	0.2763412336147133	9														
10	TrialState.COMPLETE	0.022738769728854715	2019-12-30 01:23:11.954763	2019-12-30 01:49:46.292628	50.0	81.0	0.0712121040803769	1800.0	0.3538307475827145	0.004375758802104411	0.022738769728854715	0.009763253743423714	0.014366653176851478	7172.183883043303	0.01175624124570775	0.004375758802104411	0.022738769728854715	0.009763253743423714	0.014366653176851478	7172.182314852286	0.011756242417483367	0.004375758802104411	0.022738769728854715	0.009763253743423714	0.014366653176851478	7172.185451234318	0.011756240078052416	10				0.021777620396600566	0.022338290840415487									
