number	value	datetime_start	datetime_complete	params_model.c_max	params_model.c_min	params_model.embedding_dim	params_optimizer.lr	params_training.batch_size	params_training.label_smoothing	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	state
0	0.0003708775533493096	2020-03-14 01:34:31.792445	2020-03-14 04:39:22.247075	5.157989764846839	0.01202979816276112	256	0.0016283741076956494	128	0.06362523951683786	0.9906733381155162	5.705808513066301e-05	0.0003708775533493096	0.00014264521282665753	0.00019970329795732054	7076.529099623416	0.0006267236508569777	5.705808513066301e-05	0.0003708775533493096	0.00014264521282665753	0.00019970329795732054	7076.526246719161	0.0006267238592099669	29101284	150	5.705808513066301e-05	0.0003708775533493096	0.00014264521282665753	0.00019970329795732054	7076.531952527673	0.0006267234426968436	0	COMPLETE
1	0.00034234851078397807	2020-03-14 04:39:22.298373	2020-03-14 07:41:32.956524	1.1152450143502195	0.054491402256463324	256	0.0018979952163745673	512	0.0014855969967907303	0.9723508368876127	2.8529042565331506e-05	0.00034234851078397807	0.00011411617026132602	0.00017117425539198904	6945.22876012781	0.0006495985299883774	2.8529042565331506e-05	0.00034234851078397807	0.00011411617026132602	0.00017117425539198904	6945.225550610521	0.0006495989578013761	2042833029	150	2.8529042565331506e-05	0.00034234851078397807	0.00011411617026132602	0.00017117425539198904	6945.231969645099	0.0006495981029974011	1	COMPLETE
2	0.0009699874472212713	2020-03-14 07:41:32.988215	2020-03-14 09:19:34.956643	5.645713254492543	0.056588081611160045	128	0.001427329024517622	256	0.03407913906745434	1.0091745293325012	5.705808513066301e-05	0.0009699874472212713	0.0006561679790026247	0.0007702841492639507	7213.803406367682	0.0007875973467461478	5.705808513066301e-05	0.0009699874472212713	0.0006561679790026247	0.0007702841492639507	7213.800867282894	0.0007875977006145721	1562361840	150	5.705808513066301e-05	0.0009699874472212713	0.0006561679790026247	0.0007702841492639507	7213.805945452471	0.0007875969935395784	2	COMPLETE
3	0.0005991098938719617	2020-03-14 09:19:35.009366	2020-03-14 10:56:38.391213	1.648489666802678	0.017161328046865054	128	0.0023261491707582222	512	0.006442172807649287	1.0053968271755571	5.705808513066301e-05	0.0005991098938719617	0.0002567613830879836	0.00034234851078397807	7187.1312621248435	0.0006666705127450165	5.705808513066301e-05	0.0005991098938719617	0.0002567613830879836	0.00034234851078397807	7187.129093917608	0.0006666707368798174	3411676503	150	5.705808513066301e-05	0.0005991098938719617	0.0002567613830879836	0.00034234851078397807	7187.133430332078	0.0006666702888716637	3	COMPLETE
4	0.0007132260641332877	2020-03-14 10:56:38.422801	2020-03-14 11:51:36.627201	9.212287855398005	0.07999769233881748	64	0.019543013981415155	512	0.28514464732931283	1.0025550213893792	2.8529042565331506e-05	0.0007132260641332877	0.00017117425539198904	0.00034234851078397807	7163.884314732398	0.0006438207187726544	2.8529042565331506e-05	0.0007132260641332877	0.00017117425539198904	0.00034234851078397807	7163.882631518886	0.0006438213541970016	3702717546	150	2.8529042565331506e-05	0.0007132260641332877	0.00017117425539198904	0.00034234851078397807	7163.885997945909	0.0006438200859979551	4	COMPLETE
5	0.00048499372361063563	2020-03-14 11:51:36.660218	2020-03-14 13:31:41.027237	1.346649944598818	0.05598240554727548	128	0.01024219537177485	128	0.03933930960047491	1.0193692196328963	8.558712769599452e-05	0.00048499372361063563	0.00014264521282665753	0.0002567613830879836	7287.038785233368	0.0006558671432502377	8.558712769599452e-05	0.00048499372361063563	0.00014264521282665753	0.0002567613830879836	7287.03603218076	0.0006558673773510528	3792496397	150	8.558712769599452e-05	0.00048499372361063563	0.00014264521282665753	0.0002567613830879836	7287.041538285976	0.0006558669093787146	5	COMPLETE
6	0.0005705808513066301	2020-03-14 13:31:41.059500	2020-03-14 16:34:26.268564	4.536384087000373	0.07432448772334185	256	0.07632058927540121	256	0.03746482217626261	0.9805046100844569	0.00011411617026132602	0.0005705808513066301	0.0002567613830879836	0.00034234851078397807	7004.368823462285	0.0007788305042345569	0.00011411617026132602	0.0005705808513066301	0.0002567613830879836	0.00034234851078397807	7004.365599680475	0.0007788310549543157	4040261696	150	0.00011411617026132602	0.0005705808513066301	0.0002567613830879836	0.00034234851078397807	7004.372047244095	0.0007788299543568974	6	COMPLETE
7	0.0004279356384799726	2020-03-14 16:34:26.309658	2020-03-14 19:39:17.182573	1.3520209201804658	0.01800440935862098	256	0.005110259792537338	128	0.7737718748127385	0.9688391287068209	2.8529042565331506e-05	0.0004279356384799726	0.00011411617026132602	0.00022823234052265205	6918.8766261554265	0.0005986216790135155	2.8529042565331506e-05	0.0004279356384799726	0.00011411617026132602	0.00022823234052265205	6918.872931644414	0.0005986221740126177	2113648501	150	2.8529042565331506e-05	0.0004279356384799726	0.00011411617026132602	0.00022823234052265205	6918.880320666439	0.0005986211847968588	7	COMPLETE
8	0.0012552778728745864	2020-03-14 19:39:17.220916	2020-03-14 21:19:19.632678	9.102277205942181	0.035474922098030465	128	0.02970417791907009	128	0.06641505445839663	1.0039102634657275	5.705808513066301e-05	0.0012552778728745864	0.00014264521282665753	0.0003138194682186466	7174.026760241926	0.000894340599697695	5.705808513066301e-05	0.0012552778728745864	0.00014264521282665753	0.0003138194682186466	7174.02501997033	0.0008943408939604649	1291143968	150	5.705808513066301e-05	0.0012552778728745864	0.00014264521282665753	0.0003138194682186466	7174.028500513523	0.0008943403059910872	8	COMPLETE
9	0.00028529042565331506	2020-03-14 21:19:19.685024	2020-03-14 22:59:21.004005	2.5148849956432144	0.01601333513363944	128	0.04908515999511588	128	0.020335619057345097	1.0387300520146698	2.8529042565331506e-05	0.00028529042565331506	5.705808513066301e-05	0.00011411617026132602	7424.976463539883	0.0005131281509128821	2.8529042565331506e-05	0.00028529042565331506	5.705808513066301e-05	0.00011411617026132602	7424.974552094031	0.0005131283759255815	2099189877	150	2.8529042565331506e-05	0.00028529042565331506	5.705808513066301e-05	0.00011411617026132602	7424.978374985735	0.0005131279261298691	9	COMPLETE
